run_id,instance_id,approximation,budget,index,max_order,min_order,Precision@10,Precision@5,KendallTau,KendallTau@10,KendallTau@50,MSE,MAE,SSE,SAE,NonTrivialMSE,NonTrivialMAE,NonTrivialSSE,NonTrivialSAE,MSE@10,MAE@10,SSE@10,SAE@10,MSE@5,MAE@5,SSE@5,SAE@5
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_10_True_23678_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,23678,k-SII,2,0,0.9,1.0,0.4324945782953566,0.19999999999999998,0.013877551020408163,2.353049154755385e-05,0.001102705762070393,0.019318533560541713,0.9053214306597925,5.0440035406114094e-05,0.0023637635265268742,0.0193185335605417,0.9053214306597929,7.4340556504603365e-06,0.0018712445912938247,7.434055650460337e-05,0.018712445912938247,1.457422872314231e-05,0.003322573105494042,7.287114361571155e-05,0.01661286552747021
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_11_True_23780_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,23780,k-SII,2,0,1.0,1.0,0.5002049849974748,0.9999999999999999,0.44326530612244897,1.0909967922880302e-06,0.00022208953865046686,0.0008957083664684728,0.1823355112320333,2.3386641422153347e-06,0.00047607183089303656,0.0008957083664684731,0.182335511232033,5.272270533977457e-08,0.00014019987799901158,5.272270533977457e-07,0.0014019987799901157,1.0544541067954914e-07,0.0002803997559980176,5.272270533977457e-07,0.001401998779990088
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_12_True_23793_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,23793,k-SII,2,0,1.0,1.0,0.9935414871810107,0.9999999999999999,1.0,3.486881846825104e-14,4.617363468692802e-08,2.86272999624341e-11,3.7908554077967905e-05,7.474490851810476e-14,9.89779479842504e-08,2.8627299962434127e-11,3.7908554077967905e-05,2.7721035344725924e-14,1.0530153910504047e-07,2.7721035344725924e-13,1.0530153910504048e-06,5.544207068945185e-14,2.1060307821008094e-07,2.7721035344725924e-13,1.0530153910504048e-06
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_13_True_23793_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,23793,k-SII,2,0,1.0,1.0,0.9999999999999998,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_1_True_77_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,77,k-SII,2,0,0.0,0.0,0.24037907370547518,-0.022222222222222223,-0.010612244897959184,0.013803106811181956,0.044991008154043624,11.332350691980386,36.937617694469814,0.029588383007781716,0.09644286604300224,11.332350691980396,36.93761769446986,0.005703005716625802,0.065743662319744,0.057030057166258016,0.65743662319744,0.0035809800490944586,0.04808501815641069,0.017904900245472293,0.24042509078205346
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_2_True_420_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,420,k-SII,2,0,0.6,0.2,0.3697632274739312,0.28888888888888886,0.044897959183673466,0.0003063731926592836,0.007670335449068996,0.2515323911732718,6.297345403685646,0.0006567425357004492,0.016442155101006908,0.25153239117327203,6.297345403685646,0.0008095811318083645,0.027416295387915367,0.008095811318083646,0.2741629538791537,0.0006973192376302905,0.025088975844101285,0.0034865961881514525,0.12544487922050643
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_3_True_1777_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,1777,k-SII,2,0,0.1,0.2,0.26935622827604644,0.1111111111111111,0.2653061224489796,0.001302930569767052,0.014035473212211115,1.0697059977787498,11.523123507225325,0.002792966051641644,0.030086484353068748,1.0697059977787498,11.52312350722533,0.0016387047281767853,0.03834587728134303,0.016387047281767854,0.3834587728134303,0.0018826016701496192,0.0424816074778164,0.009413008350748096,0.212408037389082
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_4_True_4894_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,4894,k-SII,2,0,0.6,0.6,0.4415555093431567,-0.15555555555555553,0.09387755102040816,0.00021813784866004502,0.0048613771977229,0.17909117374989697,3.9911906793305008,0.00046760097584829484,0.010420863392507834,0.17909117374989691,3.9911906793305003,8.373031865492764e-05,0.007577592656984008,0.0008373031865492764,0.07577592656984009,9.646152918660558e-05,0.008541841571035047,0.0004823076459330279,0.042709207855175235
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_5_True_9668_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,9668,k-SII,2,0,0.9,0.6,0.37186061020171707,0.24444444444444444,-0.17551020408163268,0.0001297282369132654,0.0037361567519267704,0.10650688250579088,3.0673846933318787,0.0002780858551065035,0.008008837319404376,0.10650688250579082,3.067384693331876,0.00038014419881463274,0.014131802181359825,0.0038014419881463274,0.14131802181359826,5.3919258234799826e-05,0.0063397982944484454,0.0002695962911739991,0.03169899147224223
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_6_True_14912_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,14912,k-SII,2,0,0.9,1.0,0.34891417367279637,0.15555555555555553,0.012244897959183673,0.00011823250630778666,0.004052674166979789,0.09706888767869284,3.327245491090407,0.0002534435709626446,0.008687325042011515,0.09706888767869287,3.32724549109041,0.00015073037441217812,0.010196117842395241,0.001507303744121781,0.10196117842395241,0.00024034998602241137,0.013557108251477507,0.0012017499301120568,0.06778554125738753
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_7_True_19242_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,19242,k-SII,2,0,0.5,0.8,0.442678470633671,0.06666666666666667,0.12979591836734694,0.0002513920684336328,0.005280856125872293,0.20639288818401252,4.335582879341152,0.0005388848255457248,0.011320059737183167,0.20639288818401258,4.335582879341153,0.0005306528706317563,0.017338336461249014,0.005306528706317563,0.17338336461249015,0.00035762180153681036,0.013686275684730109,0.0017881090076840517,0.06843137842365055
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_8_True_21954_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,21954,k-SII,2,0,0.8,0.6,0.3075547369359199,0.022222222222222223,-0.015510204081632652,0.0001477998301081201,0.0038402869651040445,0.1213436605187666,3.1528755983504206,0.0003168241789001739,0.008232051170627731,0.12134366051876662,3.152875598350421,0.00037173567078764195,0.014392117079761296,0.0037173567078764196,0.14392117079761296,0.00010681824436901148,0.00923962215883568,0.0005340912218450574,0.046198110794178404
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_104_40_9_True_23238_Moebius_40_1.interaction_values,GCN_BZR_2_104,GraphSHAPIQ,23238,k-SII,2,0,1.0,1.0,0.3540417694067318,0.15555555555555553,0.07102040816326531,6.573092577596431e-05,0.0021561680812718764,0.05396509006206669,1.7702139947242104,0.00014090101843881634,0.004621968654632404,0.05396509006206666,1.7702139947242106,7.526834172940005e-05,0.00671674548074456,0.0007526834172940005,0.0671674548074456,9.568399011726592e-05,0.007696626318825656,0.0004784199505863296,0.03848313159412828
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_10_True_10417_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,10417,k-SII,2,0,1.0,1.0,0.9994711981224561,0.9999999999999999,1.0,3.977072365705346e-14,4.5012033813978e-08,3.265176412244089e-11,3.695487976127594e-05,9.382690839781854e-14,1.061921832220573e-07,3.265176412244085e-11,3.695487976127594e-05,6.856531873025466e-13,4.535371607605754e-07,6.8565318730254665e-12,4.535371607605754e-06,9.142042497367287e-13,6.047162143474338e-07,4.571021248683644e-12,3.023581071737169e-06
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_11_True_10417_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,10417,k-SII,2,0,1.0,1.0,0.9999999999999998,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_1_True_76_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,76,k-SII,2,0,0.6,0.8,0.26687858352395943,0.19999999999999998,0.015510204081632652,0.006450799622834591,0.03024449928109285,5.296106490347199,24.83073390977723,0.015218696811342525,0.07135268364878519,5.296106490347198,24.830733909777248,0.07834238252895181,0.21266946774841555,0.7834238252895181,2.1266946774841555,0.12337243961774554,0.2873587536304375,0.6168621980887277,1.4367937681521874
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_2_True_384_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,384,k-SII,2,0,0.6,0.8,0.24949942069457234,-0.1111111111111111,-0.007346938775510204,0.0016660119626714807,0.015038065367175711,1.3677958213532857,12.34625166645126,0.003930447762509441,0.03547773467371051,1.3677958213532855,12.346251666451257,0.012202085602325021,0.07490483533897474,0.1220208560232502,0.7490483533897474,0.017133408649148925,0.09668747344832473,0.08566704324574463,0.48343736724162367
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_3_True_1467_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,1467,k-SII,2,0,1.0,1.0,0.4526781735539645,0.022222222222222223,0.02530612244897959,0.00045600807568920397,0.008119224629661121,0.37438263014083645,6.665883420951781,0.0010758121555771152,0.01915483741652812,0.3743826301408361,6.665883420951785,0.0035187177187471024,0.04269498657655558,0.035187177187471025,0.42694986576555577,0.005197870302610684,0.05751938504574041,0.02598935151305342,0.28759692522870206
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_4_True_3610_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,3610,k-SII,2,0,0.6,0.8,0.23915510531475592,0.28888888888888886,0.030204081632653063,0.0004164966569642279,0.007006489060306093,0.3419437553676311,5.7523275185113025,0.0009825969981828485,0.01652967677733134,0.3419437553676313,5.752327518511306,0.004857877929160047,0.040166105134318744,0.04857877929160047,0.40166105134318747,0.009198730055063022,0.06966861799853927,0.045993650275315115,0.34834308999269636
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_5_True_6291_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,6291,k-SII,2,0,0.6,1.0,0.5027301625025994,0.15555555555555553,0.11673469387755102,0.0007367482035326348,0.008029241188857365,0.6048702751002932,6.592007016051897,0.0017381329744261317,0.018942548896700866,0.6048702751002938,6.592007016051902,0.010028742877079052,0.05158966232214816,0.10028742877079051,0.5158966232214816,0.020007822900241265,0.09922403309338321,0.10003911450120632,0.49612016546691606
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_6_True_8519_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,8519,k-SII,2,0,0.8,0.8,0.37751700781319625,0.28888888888888886,0.06938775510204082,0.0002893482944257475,0.004895162037907525,0.2375549497235387,4.018928033122078,0.0006826291658722378,0.011548643773339315,0.23755494972353877,4.018928033122082,0.0034521068009831938,0.027821519813926172,0.034521068009831936,0.2782151981392617,0.006882577460124675,0.052958289750382546,0.034412887300623377,0.26479144875191274
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_7_True_9793_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,9793,k-SII,2,0,1.0,1.0,0.383422952378123,0.4222222222222222,0.2816326530612245,2.6434281028303453e-05,0.0017014694538356966,0.021702544724237136,1.396906421599107,6.236363426504934e-05,0.004014098912641109,0.021702544724237167,1.396906421599106,0.0001452455070857481,0.007673932973182582,0.001452455070857481,0.07673932973182582,0.00026613389749819826,0.012724291616016204,0.0013306694874909912,0.06362145808008102
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_8_True_10281_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,10281,k-SII,2,0,1.0,1.0,0.4673360862719467,-0.1111111111111111,0.11673469387755102,2.1143535334252744e-05,0.001190926451111572,0.017358842509421504,0.9777506163626007,4.988173134891239e-05,0.00280962820793851,0.01735884250942151,0.9777506163626014,6.255207380398513e-05,0.004351012471950477,0.0006255207380398513,0.04351012471950477,6.812005058866385e-05,0.005137078352648849,0.00034060025294331927,0.025685391763244247
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_121_40_9_True_10406_Moebius_40_1.interaction_values,GCN_BZR_2_121,GraphSHAPIQ,10406,k-SII,2,0,1.0,1.0,0.5475594902112235,0.9999999999999999,0.17387755102040817,2.85393454405286e-06,0.0003600552921025087,0.0023430802606673982,0.29560539481615966,6.732989254791372e-06,0.0008494407897016073,0.0023430802606673974,0.29560539481615933,6.6362133850029865e-06,0.0013820256970146216,6.636213385002987e-05,0.013820256970146216,6.633188447843823e-06,0.0016117286682130415,3.3165942239219115e-05,0.008058643341065208
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_BZR_2_149_40_10_True_9617_Moebius_40_1.interaction_values,GCN_BZR_2_149,GraphSHAPIQ,9617,k-SII,2,0,1.0,1.0,0.9999999999999998,0.9999999999999999,1.0,2.027851674487706e-15,1.0164007635411695e-08,1.6648662247544067e-12,8.344650268673001e-06,4.839727397541882e-15,2.425770426939826e-08,1.6648662247544073e-12,8.344650268673001e-06,4.8006616133507443e-14,1.5323812311840434e-07,4.800661613350744e-13,1.5323812311840435e-06,4.661395238676289e-14,1.3654882260460966e-07,2.3306976193381446e-13,6.827441130230483e-07
