run_id,instance_id,approximation,budget,index,max_order,min_order,Precision@10,Precision@5,KendallTau,KendallTau@10,KendallTau@50,MSE,MAE,SSE,SAE,NonTrivialMSE,NonTrivialMAE,NonTrivialSSE,NonTrivialSAE,MSE@10,MAE@10,SSE@10,SAE@10,MSE@5,MAE@5,SSE@5,SAE@5
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_10_True_6784_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,6784,SV,1,0,1.0,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_1_True_55_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,55,SV,1,0,0.6,0.6,0.1632183908045977,-0.6,0.1632183908045977,0.03961770359579889,0.16082019434719488,1.1885311078739667,4.824605830415846,0.03961770359579889,0.1608201943471949,1.1885311078739667,4.824605830415847,0.03764824434204557,0.15629800558090207,0.3764824434204557,1.5629800558090206,0.05609569458973237,0.19721464517570647,0.28047847294866185,0.9860732258785323
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_2_True_260_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,260,SV,1,0,0.4,0.0,0.5448275862068965,0.37777777777777777,0.5448275862068965,0.1129109165176255,0.2691493289180534,3.387327495528765,8.074479867541601,0.11291091651762551,0.2691493289180534,3.3873274955287656,8.074479867541601,0.0978709681826135,0.24845462661413933,0.9787096818261349,2.4845462661413933,0.13611921332209614,0.2993079872547638,0.6805960666104808,1.4965399362738192
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_3_True_945_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,945,SV,1,0,0.3,0.4,0.25057471264367814,0.28888888888888886,0.25057471264367814,0.20863129428806637,0.3513322438575603,6.258938828641991,10.539967315726809,0.20863129428806634,0.35133224385756034,6.25893882864199,10.53996731572681,0.14765292298956023,0.30300710890501253,1.4765292298956023,3.0300710890501255,0.192449620227103,0.3522237776101577,0.962248101135515,1.7611188880507886
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_4_True_2310_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,2310,SV,1,0,0.4,0.0,0.6229885057471265,0.19999999999999998,0.6229885057471265,0.08990536516347493,0.22488766398379414,2.697160954904248,6.746629919513825,0.0899053651634749,0.22488766398379414,2.697160954904247,6.746629919513825,0.04797448027739917,0.16991808293830793,0.47974480277399173,1.6991808293830792,0.0452518882028715,0.17389974596954577,0.22625944101435752,0.8694987298477288
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_5_True_4067_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,4067,SV,1,0,0.7,0.6,0.296551724137931,-0.24444444444444444,0.296551724137931,0.01744106096556749,0.09549674882775266,0.5232318289670247,2.86490246483258,0.017441060965567485,0.09549674882775268,0.5232318289670246,2.8649024648325803,0.0074919745333580185,0.07434146285057061,0.07491974533358019,0.743414628505706,0.006868304749857808,0.07310568460396369,0.03434152374928904,0.3655284230198184
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_6_True_5570_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,5570,SV,1,0,0.7,0.6,0.6229885057471265,0.4222222222222222,0.6229885057471265,0.0022723199180982147,0.03391666324050328,0.06816959754294644,1.0174998972150984,0.002272319918098215,0.03391666324050327,0.06816959754294645,1.0174998972150981,0.0015558264556081581,0.027850384376351695,0.015558264556081582,0.27850384376351695,0.002181406058667636,0.03165499493243189,0.010907030293338182,0.15827497466215945
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_7_True_6421_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,6421,SV,1,0,0.9,1.0,0.6597701149425287,0.6,0.6597701149425287,0.00019511163541319866,0.011788077288203842,0.00585334906239596,0.3536423186461153,0.00019511163541319866,0.011788077288203842,0.00585334906239596,0.3536423186461153,0.0002766531029214681,0.014262498782740895,0.002766531029214681,0.14262498782740896,6.964681833912759e-05,0.007450722455978576,0.00034823409169563795,0.03725361227989288
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_8_True_6725_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,6725,SV,1,0,0.9,1.0,0.8804597701149426,0.911111111111111,0.8804597701149426,1.2303628026913486e-05,0.002177363943170673,0.0003691088408074046,0.06532091829512018,1.2303628026913486e-05,0.002177363943170673,0.0003691088408074046,0.06532091829512018,2.1215123990361434e-05,0.0028169559107887763,0.00021215123990361436,0.028169559107887765,1.0787299854123385e-05,0.0018738532066347236,5.393649927061693e-05,0.009369266033173618
C:\1_Workspaces\1_Phd_Projects\GraphSHAP-IQ\graph_shapiq_experiments\..\results\approximation\GraphSHAPIQ\GCN_PROTEINS_2_144_30_9_True_6784_Moebius_30_1.interaction_values,GCN_PROTEINS_2_144,GraphSHAPIQ,6784,SV,1,0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0658141036732375e-14,5.960464482095603e-08,3.1974423110197125e-13,1.7881393446286808e-06,1.0658141036732375e-14,5.960464482095603e-08,3.1974423110197125e-13,1.7881393446286808e-06,1.9184653869493173e-14,1.0728836066231651e-07,1.9184653869493172e-13,1.072883606623165e-06,1.9184653865522706e-14,1.0728836068452096e-07,9.592326932761353e-14,5.364418034226048e-07
