,budget,budget_upper_bound,max_neighborhood_size,n_players
0,536576,False,3,47
1,2048,False,3,11
2,512,False,3,9
3,1024,False,3,10
4,12288,False,3,16
5,512,False,3,9
6,2048,False,3,11
7,1024,False,3,10
8,2816,False,3,17
9,512,False,3,9
10,219649,False,3,77
11,1536,False,3,11
12,957,False,3,11
13,256,False,3,8
14,10240,False,3,20
15,80,False,3,11
16,2048,False,3,11
17,512,False,3,9
18,463617,False,3,65
19,4096,False,3,12
20,2048,False,3,11
21,2048,False,3,11
22,512,False,3,9
23,1024,False,3,10
24,16,False,3,4
25,4096,False,3,12
26,2048,False,3,11
27,95232,False,3,20
28,512,False,3,9
29,1664,False,3,12
30,1024,False,3,10
31,640,False,3,10
32,2048,False,3,11
33,768,False,3,10
34,512,False,3,9
35,176128,False,3,20
36,2048,False,3,11
37,512,False,3,10
38,256,False,3,8
39,3072,False,3,12
40,1024,False,3,10
41,4096,False,3,12
42,86528,False,3,19
43,35327,False,3,51
44,257,False,3,9
45,320,False,3,9
46,3072,False,3,12
47,4096,False,3,12
48,1024,False,3,10
49,2048,False,3,11
50,2048,False,3,11
51,1024,False,3,10
52,512,False,3,9
53,4096,False,3,12
54,2560,False,3,12
55,2048,False,3,11
56,365248,False,3,35
57,2048,False,3,11
58,22272,False,3,36
59,2048,False,3,11
60,128,False,3,7
61,4096,False,3,12
62,4,False,3,2
63,169472,False,3,56
64,1024,False,3,10
65,256,False,3,8
66,1024,False,3,10
67,256,False,3,8
68,81408,False,3,30
69,256,False,3,8
70,4096,False,3,12
71,1536,False,3,12
72,1024,False,3,10
73,4096,False,3,12
74,2048,False,3,11
75,2049,False,3,12
76,45313,False,3,36
77,512,False,3,9
78,256,False,3,8
79,2048,False,3,11
80,2048,False,3,11
81,2048,False,3,11
82,1536,False,3,11
83,2048,False,3,11
84,4096,False,3,12
85,1024,False,3,10
86,512,False,3,9
87,4096,False,3,12
88,768,False,3,10
89,640,False,3,11
90,512,False,3,9
91,1024,False,3,10
92,1024,False,3,10
93,4096,False,3,12
94,512,False,3,9
95,1024,False,3,10
96,581,False,3,10
97,3072,False,3,12
98,23552,False,3,26
99,4096,False,3,12
100,1024,False,3,10
101,1024,False,3,10
102,1280,False,3,11
103,320,False,3,10
104,2048,False,3,11
105,1408,False,3,12
106,256,False,3,8
107,512,False,3,9
108,2048,False,3,11
109,1536,False,3,11
110,2048,False,3,11
111,20544,False,3,31
112,256,False,3,8
113,32833,False,3,41
114,2048,False,3,11
115,2048,False,3,11
116,1024,False,3,10
117,4096,False,3,12
118,1024,False,3,10
119,512,False,3,9
120,130304,False,3,23
121,4096,False,3,12
122,256,False,3,8
123,256,False,3,8
124,256,False,3,8
125,417537,False,3,67
126,1536,False,3,11
127,256,False,3,8
128,1024,False,3,10
129,2048,False,3,11
130,512,False,3,9
131,31744,False,3,25
132,1024,False,3,10
133,2048,False,3,11
134,3072,False,3,12
135,2048,False,3,11
136,704,False,3,11
137,32384,False,3,41
138,2048,False,3,11
139,17408,False,3,24
140,1280,False,3,11
141,147456,False,3,57
142,2048,False,3,11
143,64,False,3,6
144,1536,False,3,11
145,124928,False,3,46
146,1024,False,3,10
147,512,False,3,9
148,2560,False,3,12
149,4096,False,3,12
150,156418,False,3,58
151,2048,False,3,11
152,256,False,3,8
153,512,False,3,9
154,2048,False,3,11
155,15616,False,3,19
156,1152,False,3,11
157,4096,False,3,12
158,54,False,3,12
159,8192,False,3,13
160,1792,False,3,12
161,1792,False,3,12
162,90112,False,3,20
163,4096,False,3,12
164,2048,False,3,11
165,128,False,3,7
166,156418,False,3,58
167,13055,False,3,38
168,2048,False,3,11
169,2048,False,3,11
170,512,False,3,9
171,70784,False,3,20
172,23552,False,3,26
173,132736,False,3,29
174,512,False,3,9
175,2048,False,3,11
176,65,False,3,12
177,256,False,3,8
178,2048,False,3,11
179,1024,False,3,10
180,256,False,3,8
181,3840,False,3,12
182,256,False,3,9
183,512,False,3,9
184,30464,False,3,31
185,2048,False,3,11
186,4096,False,3,12
187,95232,False,3,20
188,162432,False,3,63
189,1792,False,3,12
190,1024,False,3,10
191,320,False,3,9
192,1024,False,3,10
193,4096,False,3,12
194,1025,False,3,11
195,512,False,3,9
196,1024,False,3,10
197,2048,False,3,11
198,2048,False,3,11
199,1024,False,3,10
200,1024,False,3,10
201,448,False,3,11
202,1280,False,3,11
203,11136,False,3,23
204,2048,False,3,11
205,13120,False,3,19
206,2560,False,3,12
207,2048,False,3,11
208,7296,False,3,21
209,1024,False,3,10
210,1024,False,3,10
211,4096,False,3,12
212,1024,False,3,10
213,1792,False,3,12
214,4096,False,3,12
215,1024,False,3,10
216,512,False,3,9
217,1024,False,3,10
218,896,False,3,12
219,256,False,3,8
220,57344,False,3,53
221,640,False,3,12
222,2049,False,3,12
223,4096,False,3,12
224,1887,False,3,11
225,2048,False,3,11
226,4096,False,3,12
227,23424,False,3,34
228,512,False,3,9
229,704,False,3,12
230,95232,False,3,20
231,2048,False,3,11
232,1024,False,3,10
233,2048,False,3,11
234,2048,False,3,11
235,1024,False,3,10
236,16129,False,3,30
237,128,False,3,7
238,22528,False,3,19
239,896,False,3,12
240,768,False,3,11
241,23040,False,3,30
242,1280,False,3,11
243,4096,False,3,12
244,256,False,3,8
245,611840,False,3,46
246,4096,False,3,12
247,256,False,3,8
248,448,False,3,12
249,26,False,3,10
250,2048,False,3,11
251,512,False,3,9
252,512,False,3,9
253,1024,False,3,10
254,2048,False,3,11
255,1536,False,3,11
256,2048,False,3,11
257,1024,False,3,10
258,466944,False,3,24
259,4096,False,3,12
260,130,False,3,9
261,83200,False,3,47
262,64,False,3,6
263,2048,False,3,11
264,4096,False,3,12
265,1280,False,3,11
266,132608,False,3,48
267,512,False,3,9
268,1408,False,3,12
269,4096,False,3,12
270,192,False,3,8
271,1024,False,3,10
272,2048,False,3,11
273,2048,False,3,11
274,2048,False,3,11
275,1024,False,3,10
276,1024,False,3,10
277,2048,False,3,11
278,1280,False,3,11
279,1024,False,3,10
280,2048,False,3,11
281,128,False,3,7
282,66,False,3,8
283,1025,False,3,11
284,2048,False,3,11
285,960,False,3,12
286,10240,False,3,20
287,3840,False,3,12
288,1024,False,3,10
289,512,False,3,9
290,421377,False,3,85
291,1024,False,3,10
292,1280,False,3,11
293,4096,False,3,12
294,2048,False,3,11
295,64,False,3,6
296,2048,False,3,11
297,2049,False,3,12
298,4096,False,3,12
