,budget,budget_upper_bound,max_neighborhood_size,n_players
0,206,False,1,30
1,206,False,1,30
2,178,False,1,27
3,238,False,1,34
4,263,False,1,40
5,271,False,1,41
6,251,False,1,38
7,296,False,1,44
8,288,False,1,44
9,182,False,1,28
10,178,False,1,27
11,271,False,1,41
12,218,False,1,32
13,214,False,1,32
14,367,False,1,47
15,210,False,1,31
16,282,False,1,40
17,290,False,1,41
18,355,False,1,45
19,355,False,1,50
20,355,False,1,50
21,383,False,1,53
22,315,False,1,45
23,318,False,1,42
24,423,False,1,59
25,344,False,1,49
26,316,False,1,46
27,247,False,1,36
28,384,False,1,52
29,299,False,1,44
30,395,False,1,56
31,315,False,1,45
32,439,False,1,60
33,327,False,1,47
34,355,False,1,50
35,218,False,1,32
36,343,False,1,50
37,371,False,1,53
38,407,False,1,57
39,484,False,1,64
40,416,False,1,56
41,351,False,1,51
42,379,False,1,54
43,488,False,1,64
44,407,False,1,57
45,282,False,1,40
46,290,False,1,41
47,254,False,1,37
48,310,False,1,43
49,338,False,1,46
50,351,False,1,50
51,434,False,1,57
52,338,False,1,46
53,450,False,1,58
54,335,False,1,44
55,363,False,1,47
56,375,False,1,49
57,367,False,1,48
58,339,False,1,45
59,314,False,1,44
60,342,False,1,47
61,370,False,1,50
62,398,False,1,53
63,383,False,1,54
64,346,False,1,48
65,402,False,1,54
66,371,False,1,49
67,376,False,1,51
68,423,False,1,59
69,487,False,1,67
70,487,False,1,67
71,519,False,1,71
72,423,False,1,59
73,423,False,1,59
74,423,False,1,59
75,423,False,1,59
76,423,False,1,59
77,423,False,1,59
78,451,False,1,62
79,451,False,1,62
80,451,False,1,62
81,451,False,1,62
82,435,False,1,61
83,468,False,1,65
84,468,False,1,65
85,415,False,1,58
86,435,False,1,61
87,411,False,1,57
88,411,False,1,57
89,411,False,1,57
90,451,False,1,62
91,479,False,1,65
92,464,False,1,66
93,455,False,1,63
94,238,False,1,34
95,222,False,1,31
96,278,False,1,37
97,267,False,1,37
98,403,False,1,53
99,403,False,1,53
100,395,False,1,54
101,335,False,1,47
102,367,False,1,51
103,399,False,1,54
104,226,False,1,32
105,375,False,1,52
106,419,False,1,56
107,403,False,1,53
108,347,False,1,47
109,347,False,1,47
110,407,False,1,54
111,234,False,1,33
112,347,False,1,49
113,343,False,1,48
114,318,False,1,43
115,407,False,1,54
116,278,False,1,37
117,286,False,1,39
118,318,False,1,43
119,286,False,1,39
120,286,False,1,39
121,318,False,1,43
122,267,False,1,37
123,267,False,1,37
124,267,False,1,37
125,235,False,1,32
126,259,False,1,34
127,203,False,1,28
128,171,False,1,26
129,199,False,1,29
130,255,False,1,32
131,283,False,1,35
132,259,False,1,33
133,296,False,1,39
134,227,False,1,29
135,296,False,1,39
136,392,False,1,51
137,360,False,1,47
138,296,False,1,39
139,296,False,1,39
140,296,False,1,39
141,436,False,1,58
142,387,False,1,55
143,387,False,1,55
144,331,False,1,49
145,387,False,1,55
146,387,False,1,55
147,387,False,1,55
148,387,False,1,55
149,439,False,1,60
150,263,False,1,39
151,387,False,1,55
152,387,False,1,55
153,319,False,1,45
154,415,False,1,58
155,419,False,1,59
156,415,False,1,58
157,243,False,1,37
158,247,False,1,36
159,271,False,1,40
160,259,False,1,38
161,299,False,1,43
162,327,False,1,46
163,211,False,1,32
164,264,False,1,39
165,256,False,1,38
166,239,False,1,35
167,239,False,1,35
168,243,False,1,36
169,275,False,1,40
170,211,False,1,32
171,211,False,1,32
172,219,False,1,33
173,279,False,1,40
174,279,False,1,40
175,283,False,1,41
176,311,False,1,44
177,283,False,1,41
178,315,False,1,45
179,279,False,1,40
180,279,False,1,40
181,280,False,1,40
182,299,False,1,42
183,223,False,1,34
184,243,False,1,36
185,251,False,1,37
186,219,False,1,35
187,138,False,1,21
188,432,False,1,61
189,211,False,1,32
190,219,False,1,33
191,211,False,1,32
192,264,False,1,39
193,528,False,1,68
194,360,False,1,50
195,304,False,1,44
196,304,False,1,44
197,360,False,1,50
198,416,False,1,56
199,496,False,1,56
200,394,False,1,56
201,200,False,1,30
202,334,False,1,42
203,278,False,1,36
204,222,False,1,30
205,390,False,1,48
206,267,False,1,38
207,496,False,1,56
208,446,False,1,54
209,341,False,1,47
210,289,False,1,42
211,288,False,1,43
212,313,False,1,44
213,289,False,1,42
214,285,False,1,41
215,309,False,1,45
216,142,False,1,22
217,375,False,1,54
218,359,False,1,50
219,403,False,1,57
220,375,False,1,54
221,403,False,1,57
222,315,False,1,44
223,299,False,1,43
224,331,False,1,47
225,359,False,1,50
226,299,False,1,43
227,327,False,1,46
228,355,False,1,49
229,331,False,1,47
230,359,False,1,50
231,387,False,1,53
232,359,False,1,50
233,299,False,1,43
234,331,False,1,47
235,359,False,1,50
236,280,False,1,41
237,235,False,1,35
238,263,False,1,38
239,299,False,1,43
240,299,False,1,43
241,299,False,1,43
242,235,False,1,35
243,331,False,1,47
244,331,False,1,47
245,331,False,1,47
246,331,False,1,47
247,280,False,1,41
248,239,False,1,36
249,239,False,1,36
250,335,False,1,48
251,303,False,1,44
252,335,False,1,48
253,303,False,1,44
254,331,False,1,47
255,331,False,1,47
256,327,False,1,46
257,327,False,1,46
258,327,False,1,46
259,359,False,1,50
260,308,False,1,44
261,303,False,1,44
262,255,False,1,39
263,235,False,1,35
264,263,False,1,38
265,154,False,1,23
266,154,False,1,23
267,126,False,1,20
268,126,False,1,20
