,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.0007260136528284369,0.0048921100369897115,0.002936681341591452,37.4899936772026,0.0001432373053837012,0.007390395776589951,0.0022038898333591734,0.00013493581704091085,0.0034516616578941913,25,14
2,0.0017398611241692446,0.007537479393695671,0.0003621251917157499,0.001045871777807511,0.0009812502432162808,0.016737205292091977,0.0018985935292095636,0.00017887986544554328,0.002976909154070035,103,92
3,0.001815635301711117,0.008138766852833709,0.000274294634586547,4.363516395188299e-05,4.640049463023085e-05,0.006653706661110701,0.0015923273056723168,0.0008764039321377653,0.002489766393494754,389,378
4,0.002870531778089957,0.004874798329549552,5.7604379691959446e-05,1.1762233703774862e-05,1.102300420984634e-05,0.0006863276683087272,0.0008470301039032353,0.0018086297147236498,0.002054667449167194,1104,1093
5,0.01118085984521468,0.007513574833829341,3.9668335791240625e-05,4.949067737803696e-06,4.4683878914448664e-06,0.0002712868158647715,0.00039611248874457796,0.004174638770647428,0.0017371594433337914,2391,2380
6,0.017884397386501296,0.00996682694401964,1.0116139381433872e-05,4.948549450958996e-06,4.465538907014697e-06,0.00013337416671818758,0.00018516519408754548,0.013149623077020627,0.0014767078706868773,4105,4096
7,0.010647849838322319,0.008804186934949393,5.605036908616011e-06,1.6184920400997904e-06,2.6868230277461734e-06,3.3531780567018514e-05,5.1006652621847215e-05,0.02350227798217444,0.0011944192956276245,5820,5812
8,0.003040590170827106,0.003652084786901926,8.417147695273594e-06,1.6184383867356891e-06,2.6867825320983977e-06,2.1876151187797774e-05,1.3129307171739739e-05,0.015394841218767186,0.0008419570309910262,7106,7099
9,0.0010488262458227256,0.001470229218946264,1.2838777647313419e-05,2.922164792792917e-07,2.878123982330219e-06,7.82062578193622e-06,1.7173010280279192e-06,0.004363880813130196,0.00046953117119678713,7819,7814
10,0.0002286675236918966,0.0002937645596506597,7.547595246771983e-06,2.92203560682435e-07,2.8781034058911786e-06,4.7428529982523505e-06,3.0648131436325016e-07,0.0008220330052470864,0.0001853998190398729,8102,8100
11,1.063466933459257e-05,0.00012540687826842026,8.075759040265194e-06,2.9219289196515167e-07,2.8781026616646895e-06,3.995231260766731e-06,2.4595182513349534e-08,0.00013894835873247522,4.245425545314459e-05,8179,8178
12,1.03235741369828e-16,3.5988325581356887e-17,5.5335608965590564e-06,2.1588244331688511e-16,3.6482919048409997e-06,3.302715580502347e-32,3.302715580502347e-32,8.40063888212313e-06,2.928490872874191e-06,8192,8191
13,2.2210715380786285e-32,0.0,1.2310673629216385e-05,2.1588244331688511e-16,3.6482919048409997e-06,3.302715580502347e-32,3.302715580502347e-32,2.2210715380786285e-32,0.0,8192,8192
