,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.00809716077214441,0.011626572824846804,0.004561045592511538,0.127819106396173,0.0037474113472837005,0.023518166005783773,0.011522713460374593,0.002192406235692705,0.005544802525786707,23,13
2,0.0013885023520900527,0.004195596891340969,0.004243569649594022,0.0036845865938776867,0.004556959015805898,0.08585135030341678,0.003718213740721808,0.0005966957485507877,0.0016670341552051937,89,79
3,0.0001457688895118613,0.0015833801890927646,0.0020532628094481384,0.0004678771690963418,0.0002814269384288849,0.03616450972250664,0.0032583361328090577,6.804099859836178e-05,0.001165434854987879,309,299
4,0.000901961061478586,0.001901789663499187,0.00030968363479814346,1.6421560386689798e-05,1.6752349493635727e-05,0.0031707683720649713,0.0018218454196566659,0.0007252780543428234,0.0009838024547859092,804,794
5,0.0018597658137064115,0.002248846986883102,0.0001553587294686274,6.5866789755061865e-06,7.048046872870641e-06,0.0010734838043391752,0.0007298695945692912,0.002753730006766405,0.0006848009706104108,1596,1586
6,0.0011067381687959578,0.0014863094456245562,0.00015172569572968373,6.592150192810866e-06,7.046965095217818e-06,0.00045244456065472423,0.00027924977196428077,0.003682891284026317,0.00037569274021009846,2519,2510
7,0.00030822107665527253,0.0003644004814447044,0.00014243047474346698,1.8073295483783748e-06,2.51933886471554e-06,0.0001190573071269111,7.568345020599255e-05,0.0013523963421518347,0.0001676947667528239,3310,3302
8,0.00013289502938689134,0.00028060696811760266,6.99420070847394e-05,1.8075416552158239e-06,2.5192144545820837e-06,7.249211511264604e-05,1.5531822448568953e-05,0.0004649370740323773,6.907691402169291e-05,3802,3797
9,3.106967754923037e-05,0.0001279812878225428,0.0001286772271095143,1.4674794746036135e-07,1.0293032098207952e-06,2.7535164661602553e-05,2.4131133762066062e-06,0.00023416275213436106,2.76217497683362e-05,4021,4017
10,1.7853226173035917e-06,5.3403667873208605e-05,0.00018584656291150786,1.4685008954289536e-07,1.0293799024929249e-06,1.913392530929881e-05,4.520988403428681e-07,6.64262383029749e-05,7.704550616827177e-06,4084,4083
11,2.334832674913674e-15,8.881784197001252e-16,0.00016845256931733487,1.2062106753814995e-14,9.400893855757334e-07,1.2163833340684654e-32,1.2163833340684654e-32,3.785676719718014e-06,1.4400845158579756e-06,4096,4095
12,2.76387245524249e-32,0.0,4.61883857055993e-05,1.2062106753814995e-14,9.400893855757334e-07,1.2163833340684654e-32,1.2163833340684654e-32,2.76387245524249e-32,0.0,4096,4096
