,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.0007120100784699228,0.0031405981648244697,0.004002903474793852,0.005846467605249484,0.0015748866732524553,0.005148022682600636,0.00717278840368563,0.0002065506954706054,0.0017721284868724217,22,13
2,0.000698072781571784,0.003368907476050152,0.0004355881590711976,0.0015405111553552714,0.001355577295718114,0.037726309071229036,0.0024114947633768536,0.00019232761705936184,0.0012730802653238141,88,79
3,0.001170079681911179,0.001545319816395489,0.0002413579049784197,0.00017687618572246634,8.639128202888365e-05,0.01184514683983874,0.002065239908657425,0.0001265723701429851,0.001035395135201375,306,297
4,0.00631633296218642,0.005456832447276276,8.712405482394043e-05,1.1020370557104704e-05,1.0361010823198567e-05,0.0017551533898124342,0.0010061357129534348,0.0017519929135596524,0.0007485160452548203,784,775
5,0.007722956829082056,0.005347618585433632,8.26796548201691e-05,3.981957916324129e-06,3.0489105375406503e-06,0.0006159709088972361,0.00042567659516828027,0.0060387286144910094,0.00045710785429853247,1512,1503
6,0.0033253991617430787,0.003354075200152462,5.497128931888383e-05,3.977422333767731e-06,3.050063901349998e-06,0.000199760088064453,0.00021417259541898793,0.006466375960971366,0.000227919220932277,2295,2287
7,0.0005270104682183736,0.0010946570800817366,2.4163071532930125e-05,3.974805911797064e-06,3.0483487333029428e-06,0.0001340301212435834,9.96049811776928e-05,0.002414628181659284,9.360321887180126e-05,2889,2883
8,1.9724554044694522e-05,7.76797391357108e-05,1.9234141248092767e-05,1.0108269070695507e-06,9.747615987869866e-07,7.73296096708403e-05,5.0341920191247464e-05,0.00023321159518118807,1.7426569248828524e-05,3201,3196
9,5.2019681614844335e-08,2.546027161007052e-07,2.0559556291668143e-05,1.0106626940296482e-06,9.750338105062608e-07,5.8147746919857416e-05,3.387975526054749e-05,1.4328212195302217e-07,8.09250524207123e-07,3308,3304
10,1.3431389305693708e-15,3.552232383490599e-12,2.2059098438681712e-05,1.0112476941218547e-06,9.748879665987487e-07,6.909154833522822e-05,3.3006436741281326e-05,1.0005273910621266e-06,2.216351678402591e-07,3328,3326
11,1.2654913006301213e-15,3.5520098235910297e-12,6.311961383885853e-05,1.011095213018439e-06,9.748429085649208e-07,4.957257438517852e-05,3.2033666537954736e-05,1.2654913006301213e-15,3.5520098235910297e-12,3328,3328
