,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.009640434241551157,0.013919231951898148,0.004701741607413416,160.5451169233655,0.0025463307280020405,0.006573663516440714,0.005085379054739463,0.0023722354496396817,0.006796977134644777,23,13
2,0.0016610651227020644,0.005346271958077686,0.006720550052086217,0.002298222537291557,0.00183125735730662,0.09391036715124558,0.0038101287693217906,0.000565669489458216,0.0028274005386874634,89,79
3,0.0001734649303718547,0.00261782570985325,0.003842255672560347,0.00040715825638575607,0.00029976121804642874,0.015292336462984347,0.003205762688559692,0.00012826024803411502,0.0022010907393212875,309,299
4,0.00023489619419668871,0.0027906871346399242,0.0015610476282692277,1.8139743609590713e-05,1.7908595881458646e-05,0.003188863011477447,0.0015024375354291315,0.00029896024982495345,0.0019444828696499883,804,794
5,0.0003152948947520919,0.0023467998171735616,0.00038912267256217836,7.207399852012664e-06,6.683373846235717e-06,0.0006181621111324593,0.0006465878303553994,0.0004896396716066109,0.0015607804703687833,1596,1586
6,0.0006228202778142689,0.0017157947650314753,7.532299815984766e-05,7.205385270986646e-06,6.674538048585037e-06,0.0005089787501397817,0.0002889030018751989,0.0006838143806026174,0.0010669623591157418,2519,2510
7,0.0002663895329683969,0.0007511759539928775,9.1996244134955e-05,1.9621082077637963e-06,2.3611582035964895e-06,0.0001839473678139141,5.8106324211597296e-05,0.0002815412616578095,0.0006196786041128277,3310,3302
8,0.0001480442986130401,0.0004858255130759659,0.00010619331026066845,1.960956020405322e-06,2.3613055549724385e-06,6.943966176578494e-05,1.150519843725349e-05,0.00019124453806078159,0.0003064022003202993,3803,3797
9,6.90486527619654e-05,9.602105061601307e-05,4.533024010152698e-05,1.5863157859294227e-07,1.5429061370060923e-06,1.983916488313363e-05,1.5407524250310703e-06,7.836159218974406e-05,0.00010781474309484729,4020,4017
10,4.186277176440239e-06,4.0328864598038194e-05,0.00017165973620685622,1.5869763852679856e-07,1.542879507735825e-06,8.858067860605097e-06,2.883432847269464e-07,3.4340460754249356e-05,1.6620465748573565e-05,4084,4083
11,2.334832665335813e-15,8.881784197001252e-16,4.337701820950212e-05,1.08790549755241e-14,1.7717137004605837e-06,9.794855167368682e-33,9.794855167368682e-33,3.10214961958495e-06,1.1800684431850783e-06,4096,4095
12,1.707144450514077e-32,0.0,0.0002529099614955746,1.08790549755241e-14,1.7717137004605837e-06,9.794855167368682e-33,9.794855167368682e-33,1.707144450514077e-32,0.0,4096,4096
