,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.000563379089100416,0.003530788281379349,0.0036898150482798948,0.01583475757913681,0.0006374268954527088,0.012710626346971801,0.0068992223449002845,0.0001975159456048283,0.0024570183957579664,23,13
2,0.0003983919812749006,0.0030356295789299445,0.0002636566543931284,0.0014524294489016182,0.0009303597929516422,0.05057191930025688,0.0024572429621949415,0.00018224233731436754,0.0020648700432664775,89,79
3,0.0016671287511938215,0.0023000987325820215,0.00022891184136377286,0.00018625492631018273,0.00010876679926754663,0.00843185345838772,0.0019777965035420097,0.00021320054274647562,0.0018519727034739704,309,299
4,0.008093512261314726,0.004113859297280675,0.00022035919126935408,1.118496377631269e-05,1.1099762003717268e-05,0.0020504074805672173,0.0009147381854244407,0.0024059933662928562,0.0016662685335883118,804,794
5,0.01535248658065522,0.008287387862081778,3.947142175233755e-05,4.482008623731867e-06,4.18127466583294e-06,0.00044661649365114475,0.0003724004231064249,0.010678618578358464,0.0013899476070688924,1596,1586
6,0.008772368024260064,0.007400263465683057,7.10565512114212e-05,4.4791331081554215e-06,4.173600574577904e-06,0.00020131438627749574,0.00015284645530306044,0.014119512285576166,0.0009770041680181563,2519,2510
7,0.0018652921508182211,0.0030842471951901197,2.4098233778172593e-05,1.2119301033781384e-06,1.2686040238713666e-06,4.177851248378001e-05,3.272091391725704e-05,0.004771354256817551,0.0005356224628863956,3310,3302
8,0.00036292996026186856,0.0011040817854114878,5.019202016826584e-05,1.212346282282513e-06,1.2685520638809732e-06,3.0567116323123145e-05,8.008983476966847e-06,0.0006781546171385229,0.00021998071758167688,3803,3797
9,6.01486418542257e-05,0.00027530985937969696,1.4428692153428813e-05,9.71806481480175e-08,5.927492600057866e-07,9.389740975430808e-06,7.659804861214604e-07,0.0003500405525861119,6.711579743875419e-05,4020,4017
10,3.6883895158802467e-06,0.00014725848370457712,4.104807424481505e-05,9.721278095205051e-08,5.927689203107856e-07,8.87774325532158e-06,1.0103765218073865e-07,0.00017716661872198608,1.7827948075689286e-05,4084,4083
11,2.7854493530413264e-16,1.0595945749660114e-16,1.3720089689871445e-05,1.1334369383765304e-14,6.678017155306308e-07,2.0726494370890128e-32,2.0726494370890128e-32,1.3700251993624366e-05,5.211623236767974e-06,4096,4095
12,2.321225723067351e-32,0.0,2.148486033882532e-05,1.1334369383765304e-14,6.678017155306308e-07,2.0726494370890128e-32,2.0726494370890128e-32,2.321225723067351e-32,0.0,4096,4096
