,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.00034314002568968814,0.0037542257236981647,0.003223033743402347,0.26946591616121957,0.0008215480760581094,0.0037991331588065965,0.004500187509373026,0.00023945235106461222,0.003202554648648186,27,15
2,0.0008128603813786554,0.003965741651810628,0.0007138623453052761,0.0007826198159700663,0.0009383452976417043,0.024544774045274085,0.002071690309298728,0.0001565059476664495,0.00259653405901097,118,106
3,0.004878351494467395,0.006744356973248167,0.0002740157764062629,4.477899684477091e-05,5.030136612234467e-05,0.005445936660472222,0.0018288571863560041,0.0006877172425693827,0.0022648055697931063,478,466
4,0.012602736306964759,0.0202479951972032,7.330854798435017e-05,1.4259766285242811e-05,1.2638150971094282e-05,0.0007782979627867212,0.0010475008839182206,0.004713133836286812,0.0019381324117441674,1437,1425
5,0.011052015100642966,0.02788437590507986,3.555870815273904e-05,6.917852331279273e-06,4.5970768408467935e-06,0.0002756307867438243,0.0005637992876591912,0.011885502821652013,0.0015520062732697103,3243,3231
6,0.0022178169130415075,0.01828186052089457,9.110440695101045e-06,6.9193449892345735e-06,4.598486482817953e-06,0.00011930926445590146,0.0003445817957509431,0.00895773408780857,0.0011228280713650078,5706,5696
7,0.00109739666722744,0.00418119383884668,9.21303026509991e-06,2.781288693410608e-06,1.3960359352201497e-06,5.783832310928262e-05,0.0001566765291892198,0.0021459138231346535,0.0007337347441963592,8170,8161
8,0.0009180987066312827,0.0014243852009844294,1.0460111140756493e-05,2.781274538617332e-06,1.396432562135434e-06,3.266988231439225e-05,9.430178084377652e-05,0.0007981144877404698,0.0004515182538914101,9974,9967
9,0.0008273879353560999,0.003048574814294842,7.626254192337599e-06,2.7813405272095387e-06,1.3962036962686102e-06,2.2072172040055004e-05,6.573997444347643e-05,0.0014721877865744508,0.0002669025899648448,10932,10926
10,0.00026077891569772736,0.001549980370122269,6.362075761027198e-06,2.7813559797847187e-06,1.3961515843389716e-06,2.4161174182932863e-05,5.94080646101674e-05,0.0024271466047292097,0.00013912724399165954,11291,11286
11,1.2357730665113097e-05,0.0005065816856028448,5.742409906780004e-06,2.7813380361991496e-06,1.3962066879084946e-06,1.8974694215324276e-05,5.67529225553691e-05,0.000731291025318333,5.4739425616574e-05,11379,11377
12,2.80364715883367e-15,5.7917738212370885e-11,7.809407197376521e-06,2.7812881374927644e-06,1.3960439695151947e-06,3.1885563836120416e-05,5.8071128297756554e-05,3.315384414494012e-05,1.1557721393403919e-05,11392,11391
13,3.569296698310037e-15,5.79176286654807e-11,8.979262749049455e-06,2.7813303804609782e-06,1.396157808459903e-06,2.3183771687833807e-05,5.947921651361835e-05,3.569296698310037e-15,5.79176286654807e-11,11392,11392
