,GraphSHAPIQ_True_interaction,GraphSHAPIQ_True_moebius,Permutation,KernelSHAPIQ,incKernelSHAPIQ,SHAPIQ,SVARMIQ,GraphSHAPIQ_False_interaction,GraphSHAPIQ_False_moebius,budget_with_efficiency,budget_no_efficiency
1,0.00014853701327864432,0.0015037302830028425,0.0033712473212101643,3.6333847199489644,0.00032865460791822146,0.010520373687705113,0.010389354012926792,9.192421836812532e-05,0.0012057097162644183,20,12
2,0.0004043327818768119,0.001273475708138835,0.0002550738321097167,0.0005512205030759865,0.000706920218209911,0.07962713712327293,0.0019129667290270801,9.892207999090917e-05,0.000935423414039231,73,65
3,0.002013160163140607,0.0013131253055707085,0.0001407542488439737,3.067876015067619e-05,2.6653851163906925e-05,0.01397645151528053,0.0016177697708847716,0.0004532362249189467,0.0006742907891769701,221,213
4,0.002046618189786882,0.002378596938142708,6.307759584999839e-05,7.816137389544475e-06,7.149221409455967e-06,0.0032073602616598867,0.0007138259495355897,0.0018463709556669206,0.000419115835359029,487,479
5,0.0005068231406807627,0.001308308441516733,3.0993158200512145e-05,7.82119046698729e-06,7.109320105116228e-06,0.001221467173446933,0.000473197067474393,0.0018383981244547761,0.0002105676778045374,808,801
6,2.043352210604539e-05,0.0004753416970549471,9.824077378077967e-05,2.5639918089809225e-06,1.8277165021173323e-06,0.0007291583238256337,0.00021690456249377202,0.000554772284448751,8.19584069042608e-05,1073,1067
7,6.878454455758205e-06,7.418080068569984e-05,3.0083683021254294e-05,2.573472936199211e-06,1.8282404953130362e-06,0.00040565062808646567,0.00014969087941249897,3.478794353758469e-05,2.4067600614075857e-05,1220,1215
8,2.491244444909814e-07,9.076644246614173e-07,2.838753329074322e-05,2.569523796832827e-06,1.8296021638279164e-06,0.0004210706711736842,0.00014432103459118142,4.224949372070128e-06,4.503824142816512e-06,1271,1268
9,1.4636792498030454e-15,2.1475865447522803e-12,3.7189437766648654e-05,2.5700042285664436e-06,1.8279496514881162e-06,0.0003895883628284965,0.00014808104123531558,5.0034750288610725e-08,2.3203588105361093e-08,1280,1279
10,3.988887721077214e-15,2.146729316916473e-12,4.8715568829271714e-05,2.5675278314392593e-06,1.8314425033666203e-06,0.0002654198590185628,0.0001438139081620681,3.988887721077214e-15,2.146729316916473e-12,1280,1280
