,runtime_graphshapiq,budget,n_players,mse_KernelSHAPIQ,runtime_KernelSHAPIQ,mse_SVARMIQ,runtime_SVARMIQ,mse_InconsistentKernelSHAPIQ,runtime_InconsistentKernelSHAPIQ,mse_SHAPIQ,runtime_SHAPIQ,mse_PermutationSamplingSII,runtime_PermutationSamplingSII
10,1.8458740711212158,5519.0,28.0,0.6439135085747839,79.83327460289001,17.645811097116987,303.07865619659424,0.11718297208610272,86.0945258140564,3.9030858466781653,3.8144516944885254,0.20764717598759946,0.825413703918457
16,1.7392408847808838,5214.0,31.0,28.542338373809535,107.87743139266968,14.66942511852571,457.9509012699127,5.022467860368837,115.86744999885559,8.566739618659545,4.752252817153931,0.21047584421780094,0.94032883644104
18,2.3647446632385254,7164.0,26.0,1.1476263773490736,81.19463968276978,130.3406830740394,278.35101866722107,0.021470722274478268,77.8404643535614,9.457877409606034,3.8789784908294678,0.21557786690536232,1.0952882766723633
20,2.2643539905548096,6526.0,38.0,5086.175446234817,255.9557807445526,40.4815123413065,1315.542070865631,0.11672023484969592,302.58484864234924,13.376357980494578,10.62100100517273,0.07675957527334185,1.2771697044372559
22,1.3213236331939697,3997.0,24.0,1.0805277742672799,38.437111616134644,86.99950083169809,115.46487617492676,0.03697159452835962,34.051621198654175,8.33202700245094,1.8009300231933594,0.182427813683959,0.6054117679595947
23,0.809105396270752,2831.0,22.0,0.35331485833248294,21.1858069896698,7.891712948743949,56.23679494857788,0.04364286901438295,18.554553747177124,6.479022922162147,1.1536037921905518,0.18220136146124394,0.33884119987487793
24,1.7904117107391357,5167.0,21.0,0.16434204271386496,30.570738554000854,9.052479409359062,80.49532437324524,0.017507543238877352,28.616548538208008,3.04306527114421,1.8264498710632324,0.2556910434176741,0.7207882404327393
25,3.0127949714660645,8718.0,33.0,0.36342286694018794,201.3266294002533,242.17500474610944,939.223436832428,0.07083224100779083,255.77001810073853,10.812779002811022,9.37836742401123,0.04549463065700694,1.5511407852172852
31,2.1503148078918457,6157.0,26.0,0.8663561350167429,73.28114986419678,187.9954887762901,244.72845602035522,0.11365350461649143,68.1778621673584,14.224193105043046,3.4307174682617188,0.18188943529490992,0.9284393787384033
32,2.835871458053589,8158.0,34.0,1.634672944521115,210.1192967891693,77.31379750268145,988.0075161457062,0.23554641412078386,265.83182311058044,13.084240324098568,9.378406524658203,0.10912349077300651,1.482788324356079
33,1.5670828819274902,4367.0,20.0,0.1772207949106887,23.591037273406982,13.856060172079385,56.61046743392944,0.022978978411160138,21.063878059387207,2.9473407420156708,1.3498592376708984,0.26004106543919553,0.6094903945922852
40,2.9244494438171387,8239.0,24.0,0.1091615654050996,70.17592453956604,13.290412332627005,223.64240169525146,0.004701724499062189,68.70001268386841,1.390202605027704,3.6245365142822266,0.13408559298072384,1.1875929832458496
41,1.8785645961761475,5711.0,29.0,1.487809748303251,92.33177518844604,18.543413600717514,370.06670355796814,0.18621330683211232,101.08718752861023,4.211245535049028,4.363611221313477,0.15734058184493352,0.9839048385620117
45,1.5456912517547607,4495.0,27.0,0.7965995160009738,61.06568169593811,66.42339851199611,218.10472989082336,0.11492880346548691,60.673879861831665,6.9401375773503,2.7293992042541504,0.23251982353499281,0.7480452060699463
49,2.7863736152648926,7822.0,30.0,0.201943598048043,136.76813197135925,165.7024734997028,567.4387621879578,0.04697897460872752,142.01740765571594,8.276522489878253,6.360020637512207,0.06554718832025244,1.3405134677886963
