,runtime_graphshapiq,budget,n_players,mse_KernelSHAPIQ,runtime_KernelSHAPIQ,mse_SVARMIQ,runtime_SVARMIQ,mse_InconsistentKernelSHAPIQ,runtime_InconsistentKernelSHAPIQ,mse_SHAPIQ,runtime_SHAPIQ,mse_PermutationSamplingSII,runtime_PermutationSamplingSII
10,1.672546625137329,5519.0,28.0,0.022266136817474063,5.415029525756836,0.1271125688460993,10.406676292419434,0.020523950668984967,5.848851442337036,0.25832608623900444,1.3619134426116943,0.8600600764318042,0.8977224826812744
16,2.1182899475097656,5214.0,31.0,0.04113550350750267,5.705034255981445,0.3160415844764461,12.71814227104187,0.04950743203948222,5.60189151763916,0.6762106053297455,1.3217718601226807,0.4449903814960041,0.7974333763122559
18,2.458785057067871,7164.0,26.0,0.03635070530963859,8.704833984375,0.138769044111775,13.30480694770813,0.03277671385654658,7.502203464508057,0.4451089403119282,1.5002593994140625,0.7940113921621671,1.1254582405090332
20,2.4039418697357178,6526.0,38.0,0.016275949359973146,8.82063603401184,0.551973745047989,22.75505542755127,0.01847259178111019,8.655699253082275,0.836861500430185,1.6757972240447998,0.3675669324488584,1.1670911312103271
22,1.1852953433990479,3997.0,24.0,0.02520821784427004,3.4939708709716797,0.22436289344069682,5.587857246398926,0.02522806648031172,3.451228618621826,0.5222096613435885,0.7952547073364258,1.1767048489962477,0.6273527145385742
23,0.7906022071838379,2831.0,22.0,0.01663390374282894,2.199200391769409,0.12558596700510452,3.034651756286621,0.012731576385383853,2.114283561706543,0.6302429961396999,0.5455946922302246,0.7528622423094892,0.3712780475616455
24,1.7155070304870605,5167.0,21.0,0.021504398798404246,3.8313844203948975,0.14018362361010703,5.206079959869385,0.023575168997327076,3.6778979301452637,0.32166018055475304,1.0493214130401611,1.589190185900914,0.6277439594268799
25,3.0250356197357178,8718.0,33.0,0.011977886338737281,10.424862384796143,0.08065389144507602,23.818172216415405,0.010587245651249367,10.517610549926758,0.310859118327642,2.1187045574188232,0.34380093184359484,1.4444937705993652
31,1.858285665512085,6157.0,26.0,0.029258227059441037,5.871999263763428,0.14415159093890495,10.430221319198608,0.04504639805743604,5.865828990936279,0.6005488351115481,1.3556368350982666,0.5966392487392124,0.8958568572998047
32,2.7982730865478516,8158.0,34.0,0.014762329088556087,10.06068730354309,0.06622554888387155,23.50167226791382,0.01637176926041371,10.335948705673218,0.6801359597953193,2.0522966384887695,0.4116856514829051,1.3753743171691895
33,1.3427066802978516,4367.0,20.0,0.01931347844073257,3.19822359085083,0.13140386053331235,4.184321165084839,0.029093475721995075,3.4103870391845703,0.2045569190907159,0.8690826892852783,1.5392047204541457,0.6331064701080322
40,3.0212769508361816,8239.0,24.0,0.008245880295656165,8.476513862609863,0.024893232733816273,12.875653743743896,0.007326065541812601,7.766901254653931,0.05745108227389371,1.863215446472168,0.3913431153579585,1.4774606227874756
41,1.9015629291534424,5711.0,29.0,0.020836845713272642,8.145396709442139,0.09523760596507794,12.351279973983765,0.02701273460645452,5.910430669784546,0.28530481291396625,1.380052089691162,0.5268526960812444,0.9536287784576416
45,1.337127447128296,4495.0,27.0,0.020461146334828217,4.28317666053772,0.22016595703978417,7.904231548309326,0.014502298473671758,4.110660552978516,0.41485734572896643,1.0660762786865234,1.2936589621169703,0.6526780128479004
49,2.8586034774780273,7822.0,30.0,0.012238373689258767,9.345011234283447,0.07669732117212227,18.511976957321167,0.011536224644886729,8.553163051605225,0.2664781264102362,1.8418145179748535,0.3728463717420835,1.258333444595337
50,0.651411771774292,2255.0,20.0,0.02543913375705987,1.6336643695831299,0.26019231320851705,2.104692220687866,0.04247492367327685,1.4690465927124023,2.278509247984733,0.5293622016906738,0.8263104903029798,0.2682619094848633
52,2.958237886428833,8239.0,24.0,0.006588078310255204,7.364436864852905,0.0216379752256195,12.206117630004883,0.006456700558164673,7.3159894943237305,0.07745227092424317,1.7413697242736816,0.37717141889557254,1.1481714248657227
53,2.9272351264953613,7919.0,27.0,0.004009385971161482,7.731588125228882,0.032445361396401806,14.001818418502808,0.006018771397761096,7.717611074447632,0.13280746345283295,1.750105857849121,0.23397920286380958,1.1137449741363525
56,1.9684803485870361,6349.0,34.0,0.06695484625085164,7.838080167770386,0.131248730255998,18.15060567855835,0.05526488605827092,7.780701637268066,0.13822929193734218,1.7342369556427002,0.3888763045582029,0.9539766311645508
58,1.6921484470367432,5198.0,37.0,0.011319474861985535,6.01390528678894,4.226544981964898,15.607136011123657,0.009117575612284406,6.054891586303711,4.042560048224943,1.4025804996490479,0.6385568710014794,0.9022994041442871
59,0.8406074047088623,3008.0,26.0,0.010641172514492031,2.676182270050049,0.6560291563621136,4.5674889087677,0.0053706976694324,2.514726400375366,0.8829142723108302,0.7625913619995117,0.7005365390405346,0.40290260314941406
63,2.672821521759033,8269.0,35.0,0.028837421545407468,10.819113731384277,0.14362793881402824,26.482426404953003,0.04456316806280597,10.691732168197632,0.7385699500943272,2.0907199382781982,0.3700977550640926,1.410682201385498
64,1.43381667137146,4622.0,31.0,0.023312518019049586,4.780399322509766,1.0679954245252523,10.507510662078857,0.021789103153330276,4.79476523399353,1.6527659081077755,1.1650362014770508,0.3119942245924206,0.64815354347229
65,2.0342063903808594,6191.0,22.0,0.020023171866368903,4.889972925186157,0.14779815318836623,6.804113864898682,0.019224463040067072,4.886117935180664,0.3497867861578098,1.2755773067474365,2.641371918575742,0.7799267768859863
67,2.2773149013519287,6831.0,26.0,0.006605509253352954,6.48455286026001,0.024824778682657592,10.630472421646118,0.007852916446555723,6.3933751583099365,0.7320544096764273,1.3831374645233154,0.5835609671399693,0.976248025894165
68,2.3096261024475098,6959.0,26.0,0.006239783154182877,6.441525936126709,0.043546834465093304,11.0267174243927,0.005979774714123912,6.493413925170898,1.000916278556259,1.4133872985839844,0.5406349649212461,0.9904155731201172
69,1.170076847076416,3727.0,23.0,0.021812271154049958,2.8515851497650146,0.16136034014478315,4.518274545669556,0.030548331829724818,2.8964040279388428,0.31978729244126053,0.7427432537078857,0.7338012250883214,0.46904826164245605
70,2.5949952602386475,7518.0,29.0,0.016019130798690186,7.930194616317749,0.06323288775999832,15.979824542999268,0.019480518135879636,7.969146728515625,0.5072987432871591,1.7491531372070312,0.6238693133899398,1.0997164249420166
71,2.488882064819336,7693.0,30.0,0.026188588336880238,8.772520780563354,0.26786289698873283,18.248316049575806,0.02588732600493558,8.679979801177979,0.8051711544906373,1.8014569282531738,1.6949200539485183,1.1957499980926514
72,1.4187602996826172,4766.0,22.0,0.02540014301103632,3.706251621246338,0.23822718485738983,5.34793496131897,0.035710722254088924,3.7433013916015625,0.48963404995806725,0.8950531482696533,2.1768401696599735,0.679589033126831
73,3.0053515434265137,9564.0,35.0,0.04184832674110177,13.08107590675354,0.22649680556803684,32.514885663986206,0.046765019715052585,13.007565975189209,0.6661518477104484,2.4203379154205322,0.4971983799270872,1.606177568435669
