,budget,budget_upper_bound,max_neighborhood_size,n_players
0,110,False,1,18
1,93,False,1,17
2,121,False,1,22
3,94,False,1,16
4,101,False,1,17
5,124,False,1,20
6,114,False,1,17
7,147,False,1,25
8,127,False,1,21
9,114,False,1,20
10,94,False,1,16
11,105,False,1,17
12,118,False,1,21
13,138,False,1,23
14,119,False,1,21
15,126,False,1,21
16,135,False,1,21
17,150,False,1,24
18,130,False,1,24
19,89,False,1,14
20,130,False,1,23
21,130,False,1,21
22,114,False,1,17
23,156,False,1,25
24,110,False,1,17
25,121,False,1,22
26,159,False,1,24
27,98,False,1,18
28,138,False,1,22
29,132,False,1,21
30,132,False,1,21
31,156,False,1,23
32,118,False,1,20
33,129,False,1,22
34,129,False,1,20
35,94,False,1,16
36,139,False,1,24
37,123,False,1,20
38,89,False,1,17
39,106,False,1,18
40,131,False,1,23
41,118,False,1,20
42,114,False,1,19
43,140,False,1,24
44,126,False,1,22
45,143,False,1,24
46,147,False,1,24
47,147,False,1,24
48,118,False,1,20
49,130,False,1,22
50,142,False,1,23
51,147,False,1,24
52,122,False,1,23
53,102,False,1,18
54,148,False,1,25
55,118,False,1,19
56,134,False,1,23
57,45,False,1,9
58,152,False,1,25
59,131,False,1,22
60,123,False,1,21
61,147,False,1,23
62,145,False,1,23
63,148,False,1,24
64,148,False,1,24
65,156,False,1,25
66,127,False,1,22
67,118,False,1,21
68,119,False,1,20
69,86,False,1,16
70,89,False,1,17
71,147,False,1,20
72,151,False,1,25
73,90,False,1,16
74,135,False,1,20
75,150,False,1,23
76,122,False,1,22
77,146,False,1,23
78,139,False,1,23
79,139,False,1,24
80,102,False,1,18
81,73,False,1,14
82,130,False,1,22
83,135,False,1,24
84,86,False,1,16
85,130,False,1,21
86,131,False,1,18
87,140,False,1,24
88,118,False,1,19
89,89,False,1,16
90,130,False,1,21
91,110,False,1,20
92,82,False,1,15
93,131,False,1,22
94,142,False,1,24
95,113,False,1,19
96,102,False,1,19
97,134,False,1,22
98,143,False,1,24
99,94,False,1,17
100,135,False,1,24
101,78,False,1,15
102,82,False,1,12
103,131,False,1,24
104,102,False,1,19
105,144,False,1,22
106,123,False,1,21
107,139,False,1,24
108,139,False,1,25
109,148,False,1,25
110,142,False,1,23
111,139,False,1,23
112,110,False,1,18
113,110,False,1,18
114,138,False,1,22
115,114,False,1,19
116,143,False,1,24
117,147,False,1,25
118,118,False,1,20
119,123,False,1,21
120,156,False,1,25
121,143,False,1,24
122,155,False,1,24
123,138,False,1,24
124,130,False,1,22
125,102,False,1,19
126,103,False,1,17
127,127,False,1,22
128,126,False,1,22
129,148,False,1,24
130,134,False,1,23
131,130,False,1,24
132,134,False,1,25
133,119,False,1,21
134,126,False,1,23
135,110,False,1,18
136,147,False,1,24
137,123,False,1,20
138,119,False,1,20
139,107,False,1,18
140,53,False,1,11
141,98,False,1,19
142,109,False,1,16
143,114,False,1,20
144,123,False,1,17
145,102,False,1,19
146,106,False,1,17
147,114,False,1,19
148,130,False,1,22
149,110,False,1,17
150,143,False,1,24
151,123,False,1,20
152,147,False,1,25
153,127,False,1,18
154,134,False,1,20
155,114,False,1,19
156,143,False,1,24
157,139,False,1,24
158,126,False,1,21
159,118,False,1,20
160,142,False,1,24
161,151,False,1,25
162,106,False,1,20
163,143,False,1,24
164,94,False,1,17
165,139,False,1,24
166,139,False,1,22
167,156,False,1,25
168,114,False,1,21
169,126,False,1,22
170,138,False,1,22
171,185,False,1,25
172,114,False,1,20
173,127,False,1,22
174,130,False,1,22
175,131,False,1,22
176,118,False,1,20
177,118,False,1,22
178,142,False,1,21
179,110,False,1,20
180,110,False,1,18
181,73,False,1,14
182,164,False,1,24
183,118,False,1,20
184,106,False,1,20
185,147,False,1,24
186,147,False,1,24
187,139,False,1,23
188,152,False,1,25
189,134,False,1,23
190,136,False,1,23
191,57,False,1,10
192,32,False,1,8
193,77,False,1,15
194,106,False,1,19
195,69,False,1,14
196,85,False,1,17
197,148,False,1,24
198,93,False,1,15
199,159,False,1,25
200,152,False,1,20
201,136,False,1,22
202,139,False,1,23
203,139,False,1,24
204,111,False,1,19
205,115,False,1,20
206,127,False,1,22
207,139,False,1,24
208,81,False,1,14
209,102,False,1,19
210,139,False,1,24
211,90,False,1,16
212,159,False,1,23
213,106,False,1,18
214,106,False,1,20
215,147,False,1,24
216,143,False,1,23
217,123,False,1,22
218,159,False,1,25
219,82,False,1,16
220,134,False,1,23
221,114,False,1,22
222,139,False,1,24
223,119,False,1,20
224,126,False,1,23
225,85,False,1,16
226,131,False,1,23
227,127,False,1,22
228,123,False,1,23
229,151,False,1,25
230,130,False,1,21
231,126,False,1,23
232,130,False,1,21
233,152,False,1,23
234,119,False,1,20
235,90,False,1,13
236,139,False,1,23
237,110,False,1,21
238,139,False,1,24
239,130,False,1,24
240,148,False,1,25
241,98,False,1,16
242,130,False,1,24
243,118,False,1,21
244,156,False,1,23
245,131,False,1,23
246,147,False,1,24
247,103,False,1,17
248,152,False,1,25
249,115,False,1,19
250,147,False,1,25
251,131,False,1,23
252,151,False,1,25
253,127,False,1,21
254,127,False,1,22
255,115,False,1,19
256,140,False,1,23
257,128,False,1,20
258,115,False,1,19
259,139,False,1,23
260,151,False,1,25
261,127,False,1,21
262,127,False,1,21
263,102,False,1,18
264,147,False,1,23
265,151,False,1,24
266,151,False,1,24
267,123,False,1,20
268,123,False,1,20
269,138,False,1,25
270,130,False,1,22
271,134,False,1,24
272,138,False,1,24
273,154,False,1,25
274,139,False,1,25
275,152,False,1,25
276,163,False,1,24
277,126,False,1,22
278,134,False,1,23
279,145,False,1,22
280,154,False,1,25
281,154,False,1,25
282,147,False,1,25
283,98,False,1,19
284,182,False,1,25
285,102,False,1,18
286,138,False,1,20
287,139,False,1,23
288,123,False,1,21
289,138,False,1,23
290,134,False,1,23
291,106,False,1,20
292,102,False,1,19
293,147,False,1,24
294,118,False,1,22
295,106,False,1,19
296,134,False,1,23
297,106,False,1,19
298,147,False,1,24
299,147,False,1,24
300,122,False,1,21
301,135,False,1,23
302,185,False,1,25
303,106,False,1,19
304,159,False,1,25
305,148,False,1,25
306,147,False,1,25
307,142,False,1,24
308,143,False,1,24
309,118,False,1,19
310,157,False,1,25
311,123,False,1,21
312,153,False,1,25
313,143,False,1,21
314,74,False,1,13
315,179,False,1,24
316,146,False,1,25
317,151,False,1,25
318,130,False,1,24
319,151,False,1,25
320,144,False,1,23
321,134,False,1,24
322,138,False,1,25
323,126,False,1,22
324,151,False,1,25
325,143,False,1,25
326,142,False,1,24
327,134,False,1,23
328,131,False,1,22
329,151,False,1,25
330,135,False,1,24
331,134,False,1,25
332,150,False,1,25
333,151,False,1,25
334,147,False,1,25
335,130,False,1,22
336,142,False,1,22
337,139,False,1,23
338,143,False,1,24
339,134,False,1,24
340,119,False,1,20
341,126,False,1,22
342,126,False,1,24
343,147,False,1,24
344,135,False,1,23
345,73,False,1,15
346,147,False,1,25
347,147,False,1,25
348,131,False,1,23
349,148,False,1,25
350,155,False,1,23
351,147,False,1,25
352,131,False,1,23
353,143,False,1,25
354,147,False,1,25
355,118,False,1,21
356,122,False,1,19
357,159,False,1,24
358,130,False,1,22
359,162,False,1,25
360,138,False,1,24
361,135,False,1,23
362,122,False,1,20
363,115,False,1,19
364,143,False,1,24
365,156,False,1,25
366,129,False,1,20
367,144,False,1,23
368,114,False,1,20
369,132,False,1,21
370,147,False,1,24
371,130,False,1,21
372,127,False,1,21
373,123,False,1,22
374,70,False,1,13
375,142,False,1,23
376,143,False,1,25
377,52,False,1,10
378,119,False,1,21
379,147,False,1,25
380,134,False,1,24
381,60,False,1,11
382,24,False,1,7
383,89,False,1,17
384,44,False,1,10
385,57,False,1,11
386,85,False,1,14
387,170,False,1,25
388,114,False,1,16
389,111,False,1,18
390,170,False,1,24
391,164,False,1,23
392,65,False,1,11
393,146,False,1,24
394,117,False,1,21
395,90,False,1,17
396,52,False,1,11
397,157,False,1,20
398,146,False,1,21
399,90,False,1,17
400,81,False,1,14
401,78,False,1,15
402,65,False,1,13
403,126,False,1,22
404,40,False,1,7
405,73,False,1,15
406,89,False,1,18
407,103,False,1,18
408,118,False,1,21
409,62,False,1,11
410,65,False,1,12
411,70,False,1,13
412,102,False,1,19
413,81,False,1,14
414,32,False,1,8
415,84,False,1,16
416,131,False,1,22
417,102,False,1,18
418,147,False,1,25
419,114,False,1,20
420,44,False,1,10
421,114,False,1,20
422,98,False,1,17
423,147,False,1,25
424,131,False,1,23
425,119,False,1,21
426,81,False,1,14
427,154,False,1,23
428,147,False,1,24
429,155,False,1,25
430,73,False,1,13
431,90,False,1,16
432,116,False,1,20
433,110,False,1,19
434,130,False,1,24
435,143,False,1,25
436,106,False,1,20
437,106,False,1,20
438,110,False,1,20
439,138,False,1,25
440,150,False,1,25
441,136,False,1,22
442,90,False,1,15
443,149,False,1,22
444,73,False,1,15
445,101,False,1,18
446,138,False,1,23
447,44,False,1,9
448,119,False,1,20
449,41,False,1,8
450,50,False,1,8
451,60,False,1,11
452,98,False,1,19
453,130,False,1,23
454,122,False,1,23
455,138,False,1,25
456,144,False,1,24
457,105,False,1,16
458,115,False,1,19
459,154,False,1,24
460,151,False,1,25
461,154,False,1,24
462,44,False,1,9
463,93,False,1,19
464,126,False,1,23
465,60,False,1,14
466,81,False,1,16
467,153,False,1,24
468,147,False,1,24
469,152,False,1,25
470,115,False,1,19
471,53,False,1,10
472,147,False,1,24
473,131,False,1,22
474,130,False,1,23
475,160,False,1,24
476,138,False,1,25
477,134,False,1,24
478,145,False,1,24
479,115,False,1,20
480,126,False,1,21
481,115,False,1,21
482,143,False,1,23
483,126,False,1,20
484,127,False,1,23
485,126,False,1,24
486,178,False,1,25
487,187,False,1,25
488,119,False,1,19
489,156,False,1,25
490,85,False,1,14
491,86,False,1,16
492,69,False,1,12
493,187,False,1,25
494,179,False,1,24
495,148,False,1,25
496,100,False,1,16
497,110,False,1,18
498,106,False,1,17
499,139,False,1,24
500,135,False,1,21
501,140,False,1,23
502,89,False,1,14
503,90,False,1,16
504,49,False,1,10
505,130,False,1,22
506,106,False,1,20
507,40,False,1,7
508,132,False,1,23
509,73,False,1,12
510,123,False,1,21
511,69,False,1,13
512,56,False,1,14
513,110,False,1,20
514,127,False,1,22
515,89,False,1,15
516,119,False,1,20
517,117,False,1,23
518,130,False,1,22
519,134,False,1,25
520,49,False,1,10
521,102,False,1,18
522,123,False,1,20
523,93,False,1,16
524,83,False,1,12
525,106,False,1,19
526,108,False,1,15
