,budget,budget_upper_bound,max_neighborhood_size,n_players
0,1303,False,1,37
1,615,False,1,23
2,452,False,1,25
3,296,False,1,24
4,492,False,1,23
5,452,False,1,24
6,860,False,1,26
7,1979,False,1,88
8,228,False,1,23
9,316,False,1,32
10,16,False,1,4
11,256,False,1,14
12,524,False,1,42
13,508,False,1,41
14,444,False,1,36
15,1313,False,1,55
16,1709,False,1,40
17,1649,False,1,38
18,4,False,1,2
19,879,False,1,35
20,1199,False,1,42
21,1156,False,1,41
22,923,False,1,39
23,1182,False,1,42
24,1054,False,1,41
25,1067,False,1,40
26,1191,False,1,37
27,537,False,1,23
28,462,False,1,22
29,600,False,1,34
30,1166,False,1,38
31,1022,False,1,38
32,1122,False,1,39
33,88,False,1,8
34,348,False,1,23
35,1354,False,1,42
36,1065,False,1,42
37,125,False,1,100
38,356,False,1,24
39,725,False,1,24
40,1323,False,1,47
41,1504,False,1,45
42,1397,False,1,45
43,1397,False,1,45
44,1479,False,1,46
45,1515,False,1,44
46,308,False,1,30
47,372,False,1,32
48,492,False,1,33
49,68,False,1,9
50,504,False,1,27
51,1250,False,1,39
52,332,False,1,16
53,310,False,1,18
54,128,False,1,7
55,475,False,1,18
56,136,False,1,10
57,671,False,1,21
58,265,False,1,18
59,136,False,1,10
60,76,False,1,9
61,532,False,1,39
62,336,False,1,33
63,372,False,1,29
64,216,False,1,24
65,276,False,1,25
66,388,False,1,30
67,800,False,1,38
68,492,False,1,28
69,423,False,1,28
70,1589,False,1,38
71,472,False,1,40
72,1114,False,1,40
73,1268,False,1,42
74,280,False,1,20
75,300,False,1,19
76,172,False,1,16
77,180,False,1,17
78,345,False,1,20
79,228,False,1,18
80,851,False,1,33
81,304,False,1,23
82,288,False,1,23
83,804,False,1,35
84,665,False,1,33
85,543,False,1,39
86,612,False,1,40
87,1837,False,1,38
88,1980,False,1,40
89,444,False,1,38
90,1117,False,1,37
91,1081,False,1,36
92,332,False,1,34
93,616,False,1,34
94,595,False,1,32
95,236,False,1,18
96,750,False,1,32
97,1014,False,1,34
98,773,False,1,30
99,32,False,1,5
100,1224,False,1,45
101,1005,False,1,42
102,2373,False,1,59
103,682,False,1,32
104,931,False,1,33
105,204,False,1,17
106,1333,False,1,39
107,1372,False,1,38
108,762,False,1,35
109,188,False,1,16
110,464,False,1,26
111,992,False,1,51
112,1074,False,1,52
113,388,False,1,25
114,429,False,1,27
115,484,False,1,42
116,1525,False,1,46
117,888,False,1,96
118,176,False,1,12
119,821,False,1,22
120,1814,False,1,42
121,288,False,1,14
122,2585,False,1,90
123,340,False,1,14
124,553,False,1,14
125,475,False,1,32
126,208,False,1,11
127,491,False,1,26
128,152,False,1,11
129,151,False,1,14
130,276,False,1,18
131,352,False,1,16
132,264,False,1,17
133,626,False,1,32
134,336,False,1,13
135,8,False,1,3
136,468,False,1,22
137,559,False,1,16
138,1446,False,1,38
139,303,False,1,13
140,232,False,1,12
141,309,False,1,14
142,745,False,1,39
143,340,False,1,19
144,344,False,1,20
145,1438,False,1,39
146,1358,False,1,40
147,1234,False,1,39
148,1347,False,1,39
149,368,False,1,29
150,539,False,1,22
151,359,False,1,11
152,175,False,1,8
153,95,False,1,13
154,555,False,1,18
155,206,False,1,12
156,112,False,1,8
157,608,False,1,40
158,416,False,1,12
159,787,False,1,22
160,581,False,1,22
161,240,False,1,18
162,160,False,1,12
163,507,False,1,17
164,216,False,1,14
165,196,False,1,22
166,1306,False,1,43
167,1023,False,1,42
168,1606,False,1,44
169,287,False,1,24
170,1390,False,1,48
171,384,False,1,25
172,1426,False,1,46
173,1257,False,1,48
174,353,False,1,25
175,1252,False,1,48
176,2020,False,1,44
177,1498,False,1,42
178,750,False,1,40
179,813,False,1,38
180,1229,False,1,40
181,1289,False,1,41
182,1646,False,1,42
183,1698,False,1,40
184,1610,False,1,44
185,291,False,1,24
186,1560,False,1,44
187,354,False,1,20
188,1810,False,1,42
189,396,False,1,27
190,1288,False,1,48
191,721,False,1,31
192,595,False,1,30
193,1861,False,1,46
194,1193,False,1,47
195,1409,False,1,50
196,990,False,1,40
197,672,False,1,55
198,997,False,1,62
199,854,False,1,34
200,384,False,1,29
201,320,False,1,25
202,1198,False,1,56
203,1284,False,1,57
204,1116,False,1,27
205,466,False,1,22
206,304,False,1,24
207,774,False,1,23
208,1154,False,1,57
209,658,False,1,24
210,728,False,1,24
211,633,False,1,23
212,1009,False,1,25
213,1153,False,1,23
214,2015,False,1,48
215,372,False,1,27
216,504,False,1,15
217,1940,False,1,44
218,926,False,1,29
219,348,False,1,21
220,716,False,1,34
221,625,False,1,30
222,836,False,1,40
223,1702,False,1,54
224,294,False,1,18
225,1148,False,1,36
226,1341,False,1,37
227,1366,False,1,34
228,752,False,1,23
229,946,False,1,32
230,1130,False,1,33
231,845,False,1,29
232,1147,False,1,39
233,1009,False,1,34
234,785,False,1,36
235,298,False,1,21
236,64,False,1,6
237,895,False,1,22
238,904,False,1,18
239,922,False,1,18
240,506,False,1,34
241,453,False,1,32
242,449,False,1,33
243,921,False,1,28
244,1131,False,1,40
245,552,False,1,42
246,662,False,1,39
247,399,False,1,28
248,455,False,1,29
249,1505,False,1,30
250,196,False,1,14
251,493,False,1,32
252,779,False,1,35
253,648,False,1,24
254,212,False,1,17
255,272,False,1,18
256,180,False,1,16
257,308,False,1,19
258,292,False,1,19
259,556,False,1,21
260,780,False,1,23
261,535,False,1,25
262,728,False,1,27
263,460,False,1,24
264,531,False,1,24
265,644,False,1,32
266,644,False,1,31
267,1296,False,1,33
268,1211,False,1,34
269,527,False,1,32
270,855,False,1,32
271,792,False,1,44
272,1098,False,1,40
273,649,False,1,40
274,471,False,1,38
275,736,False,1,30
276,726,False,1,38
277,1002,False,1,44
278,1452,False,1,60
279,360,False,1,28
280,436,False,1,16
281,816,False,1,50
282,821,False,1,52
283,724,False,1,48
284,797,False,1,50
285,755,False,1,42
286,823,False,1,43
287,808,False,1,41
288,889,False,1,39
289,677,False,1,38
290,1003,False,1,62
291,887,False,1,60
292,686,False,1,96
293,1040,False,1,54
294,934,False,1,124
295,862,False,1,126
296,1361,False,1,122
297,665,False,1,24
298,520,False,1,41
299,1254,False,1,49
300,1450,False,1,44
301,1598,False,1,42
302,1220,False,1,41
303,1505,False,1,42
304,1514,False,1,46
305,998,False,1,55
306,1095,False,1,50
307,1505,False,1,42
308,2029,False,1,48
309,1730,False,1,51
310,702,False,1,24
311,1268,False,1,51
312,1614,False,1,52
313,325,False,1,22
314,1426,False,1,44
315,1322,False,1,44
316,717,False,1,31
317,621,False,1,27
318,316,False,1,25
319,441,False,1,38
320,475,False,1,21
321,647,False,1,29
322,256,False,1,20
323,240,False,1,21
324,1299,False,1,50
325,1563,False,1,46
326,1060,False,1,49
327,348,False,1,27
328,180,False,1,12
329,334,False,1,14
330,624,False,1,23
331,704,False,1,24
332,453,False,1,33
333,437,False,1,27
334,694,False,1,25
335,453,False,1,28
336,504,False,1,28
337,180,False,1,12
338,402,False,1,26
339,354,False,1,28
340,428,False,1,28
341,421,False,1,26
342,332,False,1,24
343,244,False,1,23
344,715,False,1,27
345,428,False,1,39
346,1209,False,1,42
347,1139,False,1,42
348,2640,False,1,64
349,961,False,1,38
