,budget,budget_upper_bound,max_neighborhood_size,n_players
0,1439808,False,3,30
1,1439808,False,3,30
2,1210432,False,3,27
3,1271872,False,3,34
4,1307648,False,3,40
5,842240,False,3,41
6,1296896,False,3,38
7,1568192,False,3,44
8,914880,False,3,44
9,1243200,False,3,28
10,1210432,False,3,27
11,1426432,False,3,41
12,1468992,False,3,32
13,1453632,False,3,32
14,5815168,False,3,47
15,1449536,False,3,31
16,1472832,False,3,40
17,1500224,False,3,41
18,4210048,False,3,45
19,4084224,False,3,50
20,4084224,False,3,50
21,5919232,False,3,53
22,1972736,False,3,45
23,1611840,False,3,42
24,1829632,False,3,59
25,1679360,False,3,49
26,1616896,False,3,46
27,1534528,False,3,36
28,2006016,False,3,52
29,1556480,False,3,44
30,1819136,False,3,56
31,1651712,False,3,45
32,2776576,False,3,60
33,1862144,False,3,47
34,4084224,False,3,50
35,1468992,False,3,32
36,1881088,False,3,50
37,4103168,False,3,53
38,4148224,False,3,57
39,4439040,False,3,64
40,2059264,False,3,56
41,1897472,False,3,51
42,1926144,False,3,54
43,2875200,False,3,64
44,2155520,False,3,57
45,1472832,False,3,40
46,1500224,False,3,41
47,1458496,False,3,37
48,1501504,False,3,43
49,1616192,False,3,46
50,1678080,False,3,50
51,5937472,False,3,57
52,1730880,False,3,46
53,1077795072,True,3,58
54,1534272,False,3,44
55,1725568,False,3,47
56,1971456,False,3,49
57,1819776,False,3,48
58,1599808,False,3,45
59,1517888,False,3,44
60,1747264,False,3,47
61,1861952,False,3,50
62,19621440,True,3,53
63,1809152,False,3,54
64,1763648,False,3,48
65,1792320,False,3,54
66,1612096,False,3,49
67,2310720,False,3,51
68,1829632,False,3,59
69,1968896,False,3,67
70,1924864,False,3,67
71,2108672,False,3,71
72,1829632,False,3,59
73,1829632,False,3,59
74,1829632,False,3,59
75,1829632,False,3,59
76,1829632,False,3,59
77,1829632,False,3,59
78,2349312,False,3,62
79,1955072,False,3,62
80,1854720,False,3,62
81,1854720,False,3,62
82,1883392,False,3,61
83,2561728,False,3,65
84,1991360,False,3,65
85,1816896,False,3,58
86,1840384,False,3,61
87,1915648,False,3,57
88,1985280,False,3,57
89,3988224,False,3,57
90,1843968,False,3,62
91,1958656,False,3,65
