,budget,budget_upper_bound,max_neighborhood_size,n_players
0,2607,False,2,16
1,335996,False,2,72
2,4288,False,2,14
3,17037,False,2,36
4,86319,False,2,41
5,759,False,2,11
6,38830,False,2,35
7,256,False,2,8
8,19136,False,2,46
9,54943,False,2,50
10,5519,False,2,28
11,1920,False,2,16
12,4096,False,2,12
13,12924,False,2,42
14,19323,False,2,56
15,5152,False,2,17
16,5214,False,2,31
17,1839,False,2,14
18,7164,False,2,26
19,8192,False,2,13
20,6526,False,2,38
21,28566,False,2,39
22,3997,False,2,24
23,2831,False,2,22
24,5167,False,2,21
25,8718,False,2,33
26,75904,False,2,30
27,51414,False,2,48
28,1728,False,2,14
29,17920,False,2,24
30,13278,False,2,32
31,6157,False,2,26
32,8158,False,2,34
33,4367,False,2,20
34,15445,False,2,41
35,1024,False,2,10
36,3375,False,2,18
37,31488,False,2,62
38,38306,False,2,165
39,2048,False,2,11
40,8239,False,2,24
41,5711,False,2,29
42,10108,False,2,35
43,4655,False,2,18
44,2319,False,2,18
45,4495,False,2,27
46,12567,False,2,42
47,11552,False,2,22
48,4655,False,2,18
49,7822,False,2,30
50,2255,False,2,20
51,2863,False,2,17
52,8239,False,2,24
53,7919,False,2,27
54,199710,False,2,94
55,10496,False,2,25
56,6349,False,2,34
57,13696,False,2,44
58,5198,False,2,37
59,3008,False,2,26
60,2383,False,2,18
61,155998,False,2,45
62,9102,False,2,44
63,8269,False,2,35
64,4622,False,2,31
65,6191,False,2,22
66,286782,False,2,47
67,6831,False,2,26
68,6959,False,2,26
69,3727,False,2,23
70,7518,False,2,29
71,7693,False,2,30
72,4766,False,2,22
73,9564,False,2,35
74,4879,False,2,17
75,12318,False,2,38
76,135808,False,2,27
77,37249,False,2,48
78,45407,False,2,29
79,12064,False,2,31
80,10366,False,2,31
81,1071,False,2,12
82,7725,False,2,28
83,16719,False,2,34
84,12975,False,2,25
85,6411,False,2,19
86,1280,False,2,11
87,306349,False,2,64
88,12873,False,2,36
89,8100,False,2,39
90,2575,False,2,15
91,17259,False,2,40
92,8064,False,2,23
93,24270,False,2,53
94,13620,False,2,30
95,6833,False,2,32
96,3072,False,2,14
97,256,False,2,8
98,4765,False,2,26
99,6157,False,2,26
100,4576,False,2,14
101,277454,False,2,47
102,4480,False,2,14
103,13139,False,2,39
104,314493,False,2,73
105,218285,False,2,68
106,25856,False,2,28
107,6238,False,2,26
108,4210,False,2,23
109,20864,False,2,44
110,2607,False,2,16
111,3200,False,2,27
112,6962,False,2,28
113,800,False,2,13
114,6432,False,2,28
115,20736,False,2,43
116,2496,False,2,23
117,3183,False,2,18
118,6197,False,2,35
119,6415,False,2,25
120,3311,False,2,20
121,22955,False,2,42
122,136128,False,2,37
123,3503,False,2,24
124,10302,False,2,44
125,8845,False,2,32
126,19311,False,2,22
127,29460,False,2,57
128,4399,False,2,19
129,10575,False,2,18
130,134191,False,2,31
131,590893,False,2,69
132,10718,False,2,24
133,21575,False,2,106
134,2624,False,2,23
135,7236,False,2,27
136,2863,False,2,15
137,4623,False,2,22
138,21439,False,2,55
139,2607,False,2,16
140,10669,False,2,30
141,56575,False,2,60
142,12911,False,2,58
143,12935,False,2,38
144,79382,False,2,57
145,12047,False,2,60
146,6927,False,2,29
147,1216,False,2,17
148,88477,False,2,57
149,83509,False,2,26
150,12207,False,2,35
