,budget,budget_upper_bound,max_neighborhood_size,n_players
0,60416,False,4,25
1,65536,False,4,17
2,2359296,False,4,22
3,13568,False,4,20
4,176128,False,4,23
5,5242880,False,4,23
6,16384,False,4,21
7,65536,False,4,24
8,737280,False,4,24
9,212992,False,4,24
10,27648,False,4,21
11,110592,False,4,21
12,221184,False,4,25
13,65536,False,4,16
14,49152,False,4,16
15,37888,False,4,23
16,270336,False,4,25
17,99328,False,4,25
18,720896,False,4,21
19,401408,False,4,23
20,786432,False,4,24
21,86016,False,4,20
22,36864,False,4,21
23,55296,False,4,24
24,458752,False,4,24
25,63488,False,4,22
26,56320,False,4,22
27,98304,False,4,22
28,2920448,False,4,25
29,23552,False,4,17
30,233472,False,4,24
31,40960,False,4,16
32,49152,False,4,22
33,294912,False,4,22
34,26112,False,4,25
35,151552,False,4,24
36,38912,False,4,20
37,86016,False,4,25
38,14336,False,4,17
39,20480,False,4,18
40,901120,False,4,25
41,34816,False,4,24
42,163840,False,4,18
43,200704,False,4,24
44,14336,False,4,18
45,16384,False,4,14
46,1572864,False,4,21
47,303104,False,4,23
48,851968,False,4,21
49,57344,False,4,21
50,32768,False,4,15
51,83968,False,4,24
52,8192,False,4,13
53,102400,False,4,24
54,24576,False,4,15
55,81920,False,4,18
56,100352,False,4,25
57,120832,False,4,24
58,524288,False,4,23
59,360448,False,4,24
60,229376,False,4,25
61,94208,False,4,23
62,319488,False,4,21
63,532480,False,4,24
64,27648,False,4,23
65,112640,False,4,20
66,307200,False,4,24
67,59392,False,4,21
68,118784,False,4,23
69,83968,False,4,23
70,176128,False,4,23
71,32768,False,4,15
72,393216,False,4,24
73,43008,False,4,20
74,163840,False,4,25
75,409600,False,4,25
76,33792,False,4,21
77,1527808,False,4,25
78,81920,False,4,23
79,16384,False,4,18
80,81920,False,4,24
81,135168,False,4,24
82,512000,False,4,23
83,696320,False,4,22
84,65536,False,4,24
85,16384,False,4,14
86,35840,False,4,24
87,112640,False,4,21
88,147456,False,4,18
89,102400,False,4,22
90,286720,False,4,25
91,3072,False,4,12
92,126976,False,4,25
93,13312,False,4,18
94,1032192,False,4,24
95,72704,False,4,23
96,89088,False,4,20
97,22528,False,4,20
98,67584,False,4,21
99,360448,False,4,20
100,57344,False,4,17
101,46080,False,4,24
102,73728,False,4,25
103,43008,False,4,19
104,200704,False,4,25
105,37888,False,4,20
106,659456,False,4,25
107,16384,False,4,24
108,43008,False,4,17
109,196608,False,4,19
110,425984,False,4,21
111,167936,False,4,23
112,27648,False,4,20
113,450560,False,4,24
114,110592,False,4,22
115,51200,False,4,24
116,90112,False,4,20
117,69632,False,4,23
118,71680,False,4,25
119,65536,False,4,16
120,59392,False,4,23
121,29696,False,4,21
122,33792,False,4,19
123,53248,False,4,21
124,20480,False,4,20
125,9984,False,4,17
126,1540096,False,4,23
127,61440,False,4,25
128,36864,False,4,21
129,51200,False,4,19
130,16384,False,4,14
131,53248,False,4,18
132,102400,False,4,21
133,57344,False,4,22
134,53248,False,4,20
135,19456,False,4,18
