,budget,budget_upper_bound,max_neighborhood_size,n_players
0,362571776,True,4,30
1,868380672,True,4,33
2,362571776,True,4,30
3,868380672,True,4,33
4,362571776,True,4,30
5,868380672,True,4,33
6,362571776,True,4,30
7,362571776,True,4,30
8,868380672,True,4,33
9,362571776,True,4,30
10,362571776,True,4,30
11,362571776,True,4,30
12,868380672,True,4,33
13,868380672,True,4,33
14,868380672,True,4,33
15,838160384,True,4,33
16,431631424,True,4,32
17,566394880,True,4,32
18,566394880,True,4,32
19,2486994944,True,4,35
20,566394880,True,4,32
21,2486994944,True,4,35
22,2564939776,True,4,35
23,2489233536,True,4,36
24,566394880,True,4,32
25,2486994944,True,4,35
26,2486994944,True,4,35
27,566394880,True,4,32
28,575237632,True,4,37
29,2495673856,True,4,42
30,4658586624,True,4,38
31,1407918592,True,4,34
32,1407918592,True,4,34
33,869516288,True,4,36
34,573110784,True,4,34
35,566394880,True,4,32
36,582065664,True,4,35
37,890419200,True,4,41
38,362571776,True,4,30
39,362571776,True,4,30
40,362571776,True,4,30
41,868380672,True,4,33
42,868380672,True,4,33
43,362571776,True,4,30
44,868380672,True,4,33
45,362571776,True,4,30
46,397758464,True,4,33
47,868380672,True,4,33
48,868380672,True,4,33
49,868380672,True,4,33
50,362571776,True,4,30
51,2744719360,True,4,33
52,362571776,True,4,30
53,397758464,True,4,33
54,3386667008,True,4,35
55,1245286400,True,4,38
56,999897088,True,4,42
57,1138172928,True,4,36
58,915847808,True,4,35
59,1673746432,True,4,40
60,2588016128,True,4,39
61,20563580928,True,4,42
62,2728570368,True,4,43
63,1245286400,True,4,38
64,2068213760,True,4,50
65,1173877248,True,4,37
66,1178111104,True,4,38
67,1204634624,True,4,44
68,1707624960,True,4,41
69,1204367872,True,4,42
70,22182195200,True,4,44
71,1001857280,True,4,36
72,8388608,True,4,23
73,2569404416,True,4,34
74,3544975360,True,4,37
75,10267295744,True,4,36
76,184150016,True,4,29
77,1698535424,True,4,36
78,383264768,True,4,33
79,2275659776,True,4,33
80,2479482880,True,4,35
81,4432396288,True,4,38
82,18377035776,True,4,39
83,2275659776,True,4,33
84,635869696,True,4,31
85,1146294784,True,4,34
86,635869696,True,4,31
87,668338432,True,4,42
88,1199435776,True,4,44
89,868380672,True,4,33
90,1199802624,True,4,33
91,97681920,True,4,27
92,97681920,True,4,27
93,97681920,True,4,27
94,87245312,True,4,27
95,2250328064,True,4,34
96,1453651968,True,4,32
97,1453651968,True,4,32
98,3472453632,True,4,35
99,26667667456,True,4,38
100,17920364544,True,4,37
101,425119232,True,4,35
102,724768768,True,4,31
103,1719150592,True,4,34
104,291059050496,True,4,40
105,45824382976,True,4,37
106,312277916672,True,4,43
107,48206848,True,4,33
108,101276672,True,4,38
109,295426048,True,4,57
110,45340672,True,4,46
111,1734316032,True,4,34
112,724768768,True,4,31
113,718611456,True,4,35
114,583556096,True,4,32
115,718611456,True,4,35
116,718611456,True,4,35
117,736514304,True,4,36
118,1039513600,True,4,43
119,888911872,True,4,46
120,2791373824,True,4,38
121,3601536000,True,4,40
122,3601536000,True,4,40
123,149388800,True,4,32
124,514686976,True,4,38
125,149388800,True,4,32
126,149388800,True,4,32
127,149388800,True,4,32
128,163776000,True,4,34
129,881628160,True,4,36
130,917430528,True,4,37
131,634494464,True,4,42
132,771940352,True,4,48
133,632588032,True,4,39
134,1279754240,True,4,46
135,630507648,True,4,36
136,635130368,True,4,37
137,635130368,True,4,37
138,3612150272,True,4,48
139,1496485888,True,4,54
140,724768768,True,4,31
141,1131491328,True,4,33
142,1434969088,True,4,36
143,1434969088,True,4,36
144,1165843456,True,4,33
145,1434969088,True,4,36
146,1539009536,True,4,38
147,3052010496,True,4,38
148,5742134272,True,4,38
149,1262585600,True,4,40
150,1264492032,True,4,43
151,1264492032,True,4,43
152,1264492032,True,4,43
153,1267749376,True,4,38
154,1221627904,True,4,34
155,362571776,True,4,30
156,578285056,True,4,37
157,578285056,True,4,37
158,542319104,True,4,36
159,515344896,True,4,34
160,448813312,True,4,32
161,448813312,True,4,32
162,448813312,True,4,32
163,448813312,True,4,32
164,448813312,True,4,32
165,2856741376,True,4,35
166,2856741376,True,4,35
167,1810150912,True,4,40
168,1810150912,True,4,40
169,1810150912,True,4,40
170,3109548800,True,4,50
171,7250664448,True,4,52
172,3476465664,True,4,49
173,1947596800,True,4,46
174,3109548800,True,4,50
175,1947596800,True,4,46
176,1947596800,True,4,46
177,1947596800,True,4,46
178,1947596800,True,4,46
179,1947596800,True,4,46
180,1947596800,True,4,46
181,1947596800,True,4,46
182,3476465664,True,4,49
