,0,avg_node_degree,min_node_degree,max_node_degree,avg_curvature,min_curvature,max_curvature,num_edges,graph_density
0,16,2.0,1,3,0.11111111111111116,-0.33333333333333326,0.33333333333333337,32,0.26666666666666666
1,72,2.138888888888889,1,4,0.08728780864197533,-0.47916666666666663,0.5,154,0.06025039123630673
2,14,1.8571428571428572,1,4,0.16269841269841273,-0.3888888888888888,0.33333333333333337,26,0.2857142857142857
3,36,2.111111111111111,1,4,0.059413580246913615,-0.361111111111111,0.33333333333333337,76,0.12063492063492064
4,41,2.097560975609756,1,4,0.08638211382113824,-0.35416666666666663,0.33333333333333337,86,0.1048780487804878
5,11,2.0,1,3,0.09595959595959602,-0.16666666666666652,0.33333333333333337,22,0.4
6,35,2.057142857142857,1,4,0.0797619047619048,-0.45833333333333326,0.33333333333333337,72,0.12100840336134454
7,8,1.75,1,4,0.203125,0.0625,0.25,14,0.5
8,46,1.9565217391304348,1,4,0.13979468599033815,-0.1388888888888888,0.5,90,0.08695652173913043
9,50,2.16,1,4,0.0552777777777778,-0.39583333333333326,0.5,108,0.08816326530612245
10,28,2.0714285714285716,1,4,0.09226190476190481,-0.361111111111111,0.33333333333333337,58,0.15343915343915343
11,16,1.875,1,4,0.1328125,-0.25,0.25,30,0.25
12,12,1.8333333333333333,1,4,0.1712962962962963,-0.3888888888888888,0.33333333333333337,22,0.3333333333333333
13,42,2.142857142857143,1,4,0.04563492063492068,-0.361111111111111,0.33333333333333337,90,0.10452961672473868
14,56,2.0,1,4,0.13541666666666669,-0.4166666666666665,1.0,112,0.07272727272727272
15,17,2.0,1,4,0.1409313725490196,-0.24999999999999986,0.5,34,0.25
16,31,2.064516129032258,1,3,0.08422939068100364,-0.33333333333333326,0.5,64,0.13763440860215054
17,14,2.0,1,3,0.11111111111111116,-0.33333333333333326,0.33333333333333337,28,0.3076923076923077
18,26,2.230769230769231,1,3,0.008547008547008602,-0.33333333333333326,0.33333333333333337,58,0.17846153846153845
19,13,1.8461538461538463,1,4,0.1794871794871795,-0.29166666666666663,0.33333333333333337,24,0.3076923076923077
20,38,2.0526315789473686,1,4,0.0738304093567252,-0.361111111111111,0.33333333333333337,78,0.11095305832147938
