,0,avg_node_degree,min_node_degree,max_node_degree,avg_curvature,min_curvature,max_curvature,num_edges,graph_density
0,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
1,33,10.121212121212121,0,32,0.024831649831649844,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
2,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
3,33,10.121212121212121,0,32,0.024831649831649847,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
4,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
5,33,10.121212121212121,0,32,0.024831649831649844,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
6,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
7,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
8,33,10.121212121212121,0,32,0.024831649831649847,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
9,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
10,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
11,30,9.383333333333333,0,29,0.02314814814814817,-0.16666666666666666,0.16666666666666669,64,0.1471264367816092
12,33,10.121212121212121,0,32,0.024831649831649847,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
13,33,10.121212121212121,0,32,0.024831649831649847,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
14,33,10.121212121212121,0,32,0.024831649831649847,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
15,33,10.121212121212121,0,32,0.02483164983164985,-0.1805555555555555,0.16666666666666669,70,0.13257575757575757
16,32,9.875,0,31,0.024305555555555573,-0.16666666666666666,0.25,68,0.13709677419354838
17,32,9.875,0,31,0.025173611111111126,-0.16666666666666666,0.16666666666666669,68,0.13709677419354838
18,32,9.875,0,31,0.025173611111111126,-0.16666666666666666,0.16666666666666669,68,0.13709677419354838
19,35,10.614285714285714,0,34,0.0265873015873016,-0.1805555555555555,0.16666666666666669,74,0.12436974789915967
20,32,9.875,0,31,0.025173611111111126,-0.16666666666666666,0.16666666666666669,68,0.13709677419354838
21,35,10.614285714285714,0,34,0.0265873015873016,-0.1805555555555555,0.16666666666666669,74,0.12436974789915967
22,35,10.614285714285714,0,34,0.026587301587301607,-0.1805555555555555,0.16666666666666669,74,0.12436974789915967
23,36,10.86111111111111,0,35,0.028163580246913598,-0.1805555555555555,0.25,76,0.12063492063492064
24,32,9.875,0,31,0.025173611111111126,-0.16666666666666666,0.16666666666666669,68,0.13709677419354838
25,35,10.614285714285714,0,34,0.026587301587301604,-0.1805555555555555,0.16666666666666669,74,0.12436974789915967
26,35,10.614285714285714,0,34,0.0265873015873016,-0.1805555555555555,0.16666666666666669,74,0.12436974789915967
27,32,9.875,0,31,0.025173611111111126,-0.16666666666666666,0.16666666666666669,68,0.13709677419354838
28,37,11.108108108108109,0,36,0.028153153153153174,-0.16666666666666666,0.16666666666666669,78,0.11711711711711711
29,42,12.345238095238095,0,41,0.030423280423280442,-0.1805555555555555,0.16666666666666669,88,0.10220673635307782
30,38,11.355263157894736,0,37,0.029239766081871364,-0.1805555555555555,0.16666666666666669,80,0.11379800853485064
31,34,10.367647058823529,0,33,0.02655228758169936,-0.1805555555555555,0.25,72,0.12834224598930483
32,34,10.367647058823529,0,33,0.02655228758169936,-0.1805555555555555,0.25,72,0.12834224598930483
33,36,10.86111111111111,0,35,0.027970679012345692,-0.1805555555555555,0.16666666666666669,76,0.12063492063492064
34,34,10.367647058823529,0,33,0.026960784313725505,-0.16666666666666666,0.16666666666666669,72,0.12834224598930483
