,0,avg_node_degree,min_node_degree,max_node_degree,avg_curvature,min_curvature,max_curvature,num_edges,graph_density
0,24,2.1666666666666665,1,4,-0.006944444444444381,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
1,23,2.0869565217391304,1,3,5.792467954566034e-17,-0.2222222222222221,0.33333333333333337,48,0.18972332015810275
2,14,2.142857142857143,1,3,0.019841269841269882,-0.16666666666666652,0.33333333333333337,30,0.32967032967032966
3,18,2.111111111111111,1,3,0.018518518518518576,-0.2777777777777777,0.33333333333333337,38,0.24836601307189543
4,23,2.0869565217391304,1,3,-0.009661835748792216,-0.2777777777777777,0.33333333333333337,48,0.18972332015810275
5,18,2.0,1,3,0.04629629629629638,-0.16666666666666652,0.33333333333333337,36,0.23529411764705882
6,8,1.75,1,3,0.18750000000000006,-0.08333333333333326,0.33333333333333337,14,0.5
7,17,2.0,1,3,0.05555555555555562,-0.2222222222222221,0.33333333333333337,34,0.25
8,13,2.0,1,3,0.07264957264957271,-0.2777777777777777,0.5,26,0.3333333333333333
9,18,2.0,1,3,0.05864197530864205,-0.2222222222222221,0.5,36,0.23529411764705882
10,24,2.1666666666666665,1,3,-0.053240740740740665,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
11,18,2.111111111111111,1,3,0.07870370370370376,-0.33333333333333326,0.5,38,0.24836601307189543
12,24,2.1666666666666665,1,4,0.0005787037037037548,-0.24999999999999986,0.25,52,0.18840579710144928
13,18,2.111111111111111,1,3,0.03703703703703711,-0.2222222222222221,0.33333333333333337,38,0.24836601307189543
14,16,2.125,1,3,-0.027777777777777707,-0.2222222222222221,0.33333333333333337,34,0.2833333333333333
15,20,2.0,1,3,0.1194444444444445,-0.2222222222222221,0.5,40,0.21052631578947367
16,23,2.1739130434782608,1,4,0.0024154589371981412,-0.3055555555555554,0.33333333333333337,50,0.1976284584980237
17,24,2.0833333333333335,1,3,0.006944444444444513,-0.2222222222222221,0.33333333333333337,50,0.18115942028985507
18,23,2.0,1,4,0.05314009661835755,-0.16666666666666652,0.5,46,0.18181818181818182
19,21,2.0952380952380953,1,3,0.11111111111111119,-0.33333333333333326,0.5833333333333334,44,0.20952380952380953
20,24,2.1666666666666665,1,3,0.0023148148148148993,-0.2222222222222221,0.5,52,0.18840579710144928
21,23,2.0869565217391304,1,4,0.010869565217391353,-0.2777777777777777,0.5,48,0.18972332015810275
22,20,2.1,1,3,0.04166666666666672,-0.1666666666666666,0.5,42,0.22105263157894736
23,23,2.0869565217391304,1,3,0.027777777777777853,-0.16666666666666652,0.33333333333333337,48,0.18972332015810275
24,24,2.0833333333333335,1,4,-0.01041666666666661,-0.20833333333333326,0.33333333333333337,50,0.18115942028985507
25,24,2.1666666666666665,1,3,-0.037037037037036945,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
26,24,2.25,1,3,0.012731481481481564,-0.2222222222222221,0.33333333333333337,54,0.1956521739130435
27,24,2.1666666666666665,1,3,-0.05324074074074067,-0.2222222222222221,0.5,52,0.18840579710144928
28,15,2.1333333333333333,1,3,-0.04444444444444438,-0.16666666666666652,0.33333333333333337,32,0.3047619047619048
29,24,2.1666666666666665,1,3,-0.053240740740740665,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
30,25,2.16,1,4,0.005555555555555631,-0.2777777777777777,0.33333333333333337,54,0.18
31,17,2.235294117647059,1,4,0.02083333333333341,-0.16666666666666652,0.5,38,0.27941176470588236
32,20,2.1,1,3,0.048611111111111174,-0.2222222222222221,0.5,42,0.22105263157894736
33,23,2.260869565217391,1,4,-0.05193236714975839,-0.22222222222222218,0.33333333333333337,52,0.20553359683794467
34,21,2.1904761904761907,1,3,-0.01587301587301578,-0.16666666666666652,0.33333333333333337,46,0.21904761904761905
35,25,2.16,1,4,-0.0022222222222221654,-0.24999999999999986,0.5,54,0.18
36,20,2.0,1,3,0.06388888888888894,-0.2222222222222221,0.5,40,0.21052631578947367
37,19,2.1052631578947367,1,3,-0.002923976608187054,-0.2777777777777777,0.33333333333333337,40,0.23391812865497075
38,23,2.1739130434782608,1,4,0.0012077294685990923,-0.22916666666666663,0.33333333333333337,50,0.1976284584980237
39,20,2.3,1,4,0.11041666666666669,-0.1875,0.5,46,0.24210526315789474
40,20,2.1,1,3,0.10972222222222228,-0.16666666666666655,0.33333333333333337,42,0.22105263157894736
41,25,2.08,1,3,0.0244444444444445,-0.33333333333333326,0.5,52,0.17333333333333334
42,17,2.1176470588235294,1,3,0.04084967320261444,-0.16666666666666652,0.5,36,0.2647058823529412
43,18,2.2222222222222223,1,3,-0.029320987654320934,-0.2777777777777777,0.33333333333333337,40,0.26143790849673204
44,23,2.1739130434782608,1,3,0.03019323671497592,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
45,23,2.1739130434782608,1,3,-0.03623188405797093,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
46,24,2.1666666666666665,1,3,0.034722222222222286,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
47,14,2.142857142857143,1,3,0.05753968253968262,-0.1666666666666666,0.33333333333333337,30,0.32967032967032966
48,25,2.16,1,3,0.03777777777777784,-0.2777777777777777,0.5,54,0.18
49,20,2.1,1,3,0.047222222222222304,-0.16666666666666652,0.5,42,0.22105263157894736
50,20,2.1,1,3,6.661338147750939e-17,-0.2777777777777777,0.33333333333333337,42,0.22105263157894736
51,16,1.875,1,4,0.12847222222222227,-0.2222222222222221,0.33333333333333337,30,0.25
52,15,2.1333333333333333,1,3,0.0444444444444445,-0.2222222222222221,0.5,32,0.3047619047619048
53,9,2.2222222222222223,1,3,0.021604938271605048,-0.11111111111111094,0.33333333333333337,20,0.5555555555555556
54,22,2.1818181818181817,1,3,0.07196969696969703,-0.2777777777777777,0.5833333333333334,48,0.2077922077922078
55,24,2.1666666666666665,1,3,-0.010416666666666588,-0.2222222222222221,0.33333333333333337,52,0.18840579710144928
56,11,2.1818181818181817,1,3,0.050505050505050546,-0.1666666666666666,0.33333333333333337,24,0.43636363636363634
57,21,2.0952380952380953,1,3,0.013227513227513319,-0.2777777777777777,0.5,44,0.20952380952380953
58,23,2.0869565217391304,1,3,0.009661835748792352,-0.2222222222222221,0.5,48,0.18972332015810275
59,23,2.0,1,4,0.045893719806763336,-0.2222222222222221,0.5,46,0.18181818181818182
60,16,2.25,1,3,-0.03645833333333326,-0.2222222222222221,0.33333333333333337,36,0.3
61,24,2.1666666666666665,1,3,0.004629629629629706,-0.2777777777777777,0.5,52,0.18840579710144928
62,25,2.16,1,3,0.09222222222222229,-0.16666666666666666,0.5,54,0.18
63,14,2.0,1,3,0.10912698412698417,-0.08333333333333326,0.5,28,0.3076923076923077
64,21,2.0952380952380953,1,3,0.05820105820105826,-0.2777777777777777,0.5,44,0.20952380952380953
65,24,2.1666666666666665,1,4,0.03009259259259266,-0.20833333333333326,0.33333333333333337,52,0.18840579710144928
66,16,2.0,1,4,0.11111111111111116,-0.1388888888888888,0.33333333333333337,32,0.26666666666666666
67,22,2.1818181818181817,1,3,0.12626262626262633,-0.2777777777777777,0.5833333333333334,48,0.2077922077922078
68,24,2.1666666666666665,1,3,0.0335648148148149,-0.16666666666666652,0.33333333333333337,52,0.18840579710144928
69,24,2.1666666666666665,1,3,0.01620370370370376,-0.2777777777777777,0.33333333333333337,52,0.18840579710144928
70,25,2.0,1,3,0.10555555555555561,-0.2222222222222221,0.5,50,0.16666666666666666
71,23,2.1739130434782608,1,3,-0.05072463768115935,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
72,21,2.1904761904761907,1,3,0.05158730158730166,-0.2222222222222221,0.5,46,0.21904761904761905
73,23,2.1739130434782608,1,4,-0.04106280193236709,-0.2222222222222221,0.33333333333333337,50,0.1976284584980237
74,13,2.3076923076923075,1,3,0.08119658119658126,-0.11111111111111109,0.33333333333333337,30,0.38461538461538464
75,24,2.0833333333333335,1,3,0.023148148148148234,-0.2222222222222221,0.33333333333333337,50,0.18115942028985507
76,24,2.0833333333333335,1,3,0.0023148148148148806,-0.2222222222222221,0.5,50,0.18115942028985507
77,24,2.0833333333333335,1,3,0.06134259259259267,-0.2222222222222221,0.5,50,0.18115942028985507
78,18,2.111111111111111,1,3,-0.003086419753086347,-0.2222222222222221,0.5,38,0.24836601307189543
79,25,2.08,1,3,0.02000000000000008,-0.2222222222222221,0.5,52,0.17333333333333334
80,22,2.090909090909091,1,3,0.058080808080808115,-0.22222222222222218,0.5,46,0.19913419913419914
81,24,2.1666666666666665,1,3,-0.005787037037036982,-0.2777777777777777,0.33333333333333337,52,0.18840579710144928
82,18,2.111111111111111,1,3,6.167905692361981e-17,-0.2777777777777777,0.5,38,0.24836601307189543
83,24,2.0833333333333335,1,3,0.023148148148148213,-0.2777777777777777,0.5,50,0.18115942028985507
84,23,2.1739130434782608,1,3,-0.015700483091787384,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
85,24,2.0833333333333335,1,3,0.0358796296296297,-0.16666666666666652,0.5,50,0.18115942028985507
86,13,2.0,1,3,0.055555555555555615,-0.16666666666666652,0.5,26,0.3333333333333333
87,23,2.1739130434782608,1,3,0.030193236714975903,-0.2222222222222221,0.33333333333333337,50,0.1976284584980237
88,9,1.7777777777777777,1,3,0.1666666666666667,-0.08333333333333326,0.5,16,0.4444444444444444
89,17,2.1176470588235294,1,3,-0.022875816993464,-0.2777777777777777,0.33333333333333337,36,0.2647058823529412
90,25,2.16,1,3,-0.03555555555555547,-0.2222222222222221,0.33333333333333337,54,0.18
91,22,2.1818181818181817,1,4,0.022411616161616185,-0.19444444444444434,0.25,48,0.2077922077922078
92,24,2.1666666666666665,1,4,-0.031249999999999934,-0.2777777777777777,0.5,52,0.18840579710144928
93,13,2.0,1,3,0.05555555555555563,-0.2222222222222221,0.33333333333333337,26,0.3333333333333333
94,22,2.090909090909091,1,3,-0.005050505050504982,-0.16666666666666652,0.5,46,0.19913419913419914
95,14,2.0,1,4,0.08928571428571429,-0.25,0.25,28,0.3076923076923077
96,23,2.1739130434782608,1,3,-0.008454106280193163,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
97,13,2.0,1,3,0.08974358974358981,-0.33333333333333326,0.5,26,0.3333333333333333
98,23,2.1739130434782608,1,3,0.03623188405797108,-0.2777777777777777,0.33333333333333337,50,0.1976284584980237
99,24,2.1666666666666665,1,3,0.0358796296296297,-0.2777777777777777,0.33333333333333337,52,0.18840579710144928
100,19,2.1052631578947367,1,4,0.03654970760233923,-0.20833333333333326,0.33333333333333337,40,0.23391812865497075
